                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                 1.0703,                0.85406,                0.89144,                 1.2982,                0.94723,                0.89836,                0.83006,                0.79331,                0.84413,                0.34251,                 1.8236,                 1.3407,                 1.0424,                 1.9191,                 1.4298,                 1.0355,               0.009902,               0.009902,               0.009902
                    102,                 1.1419,                0.86665,                0.90558,                 1.3268,                0.99204,                 0.9109,                 0.7891,                0.77252,                0.81649,                0.35158,                 1.9306,                 1.3644,                 1.0743,                 2.0022,                 1.5725,                  1.067,               0.009901,               0.009901,               0.009901
                    103,                 1.1314,                0.85544,                 0.8985,                 1.4036,                0.99813,                0.89579,                 0.7691,                0.78571,                0.80878,                0.32612,                 1.9211,                 1.4424,                 1.0659,                  1.818,                  1.678,                 1.0353,                 0.0099,                 0.0099,                 0.0099
                    104,                 1.1161,                0.84384,                0.91631,                  1.355,                0.95193,                0.90266,                0.73959,                 0.8048,                0.81337,                0.40547,                 2.0219,                  1.339,                 1.1005,                 1.9044,                 1.5881,                 1.0473,               0.009899,               0.009899,               0.009899
                    105,                  1.055,                0.84847,                0.87927,                 1.3828,                 1.0235,                0.88776,                0.72914,                0.80358,                0.80278,                0.41403,                 1.8223,                 1.3157,                 1.0243,                 1.7621,                 1.6762,                  1.005,               0.009898,               0.009898,               0.009898
                    106,                  1.077,                0.81053,                0.90296,                 1.2436,                 0.9277,                0.88883,                0.75489,                0.67387,                 0.6305,                0.28344,                 1.8241,                  1.533,                 0.9854,                 1.8677,                 1.8626,                 1.0118,               0.009897,               0.009897,               0.009897
                    107,                 1.1038,                0.80006,                0.88759,                 1.1836,                0.83625,                0.88658,                0.73223,                0.72575,                0.69545,                0.21922,                 2.2464,                 1.5635,                 1.1448,                 2.1802,                 2.0749,                 1.0794,              0.0098961,              0.0098961,              0.0098961
                    108,                 1.0801,                0.78588,                0.89565,                 1.3277,                0.93523,                0.90165,                0.64783,                 0.7565,                0.71532,                0.31853,                 2.1867,                  1.621,                 1.1039,                 2.0786,                 1.7988,                 1.0504,              0.0098951,              0.0098951,              0.0098951
                    109,                 1.0137,                0.78173,                0.89437,                 1.2707,                0.93698,                0.89929,                0.70949,                0.70106,                0.73107,                0.38811,                  1.665,                 1.3661,                0.97706,                 1.7074,                 1.5985,                0.95972,              0.0098941,              0.0098941,              0.0098941
                    110,                 1.0307,                 0.8148,                 0.8864,                 1.2758,                0.92019,                0.88351,                0.65159,                0.80423,                0.76784,                0.36438,                 1.8857,                 1.4615,                 1.0349,                 1.9158,                 1.5548,                 1.0141,              0.0098931,              0.0098931,              0.0098931
                    111,                0.97838,                0.74355,                0.87531,                 1.2185,                0.80135,                0.88423,                0.83088,                0.79009,                0.83611,                0.41644,                 1.8924,                 1.4173,                 1.0124,                 1.9483,                  1.439,                 1.0119,              0.0098921,              0.0098921,              0.0098921
                    112,                 1.1106,                0.81913,                0.90944,                 1.3364,                0.89343,                0.90383,                0.70675,                0.85328,                 0.8396,                0.41621,                 1.9825,                 1.3412,                 1.0379,                 2.0019,                 1.2872,                 1.0088,              0.0098911,              0.0098911,              0.0098911
                    113,                 1.0786,                0.78509,                0.89959,                 1.3018,                0.90711,                0.90006,                0.70012,                0.76383,                0.80826,                0.39936,                 1.8714,                 1.2545,                 1.0046,                 1.8071,                 1.3925,                0.97976,              0.0098901,              0.0098901,              0.0098901
                    114,                 1.0375,                0.77181,                0.89437,                 1.2465,                0.91212,                0.89351,                0.74441,                0.69526,                0.78063,                0.32975,                 1.9998,                  1.497,                 1.0801,                 1.9861,                  1.776,                 1.0339,              0.0098891,              0.0098891,              0.0098891
                    115,                 1.0887,                0.79672,                0.89379,                 1.3056,                0.95339,                0.89645,                0.90679,                0.62342,                0.77706,                0.36192,                 1.9816,                 1.3906,                 1.0439,                 1.9852,                 1.6607,                 1.0113,              0.0098881,              0.0098881,              0.0098881
                    116,                 1.1113,                0.81651,                 0.8877,                 1.4838,                 1.0241,                0.88934,                 0.9817,                0.64456,                0.79582,                0.37525,                 2.0027,                 1.4738,                 1.0307,                 1.9395,                 1.7305,                 1.0038,              0.0098871,              0.0098871,              0.0098871
                    117,                 1.0508,                0.78783,                0.91318,                 1.3232,                 0.8907,                0.90476,                0.81541,                0.61201,                0.75124,                0.30999,                 2.2077,                 1.7242,                 1.1422,                 2.0922,                 2.1195,                 1.0713,              0.0098861,              0.0098861,              0.0098861
                    118,                 1.1198,                0.79671,                0.88988,                 1.3739,                0.98007,                0.88717,                0.90757,                0.69769,                0.81084,                0.35475,                 2.0674,                 1.4039,                 1.0989,                 1.8897,                 1.7669,                 1.0283,              0.0098852,              0.0098852,              0.0098852
                    119,                 1.0269,                0.73414,                0.88397,                 1.1794,                0.81173,                0.89488,                0.85633,                0.58201,                0.75684,                0.34448,                 2.0541,                 1.2059,                 1.0629,                  1.981,                 1.5075,                  1.031,              0.0098842,              0.0098842,              0.0098842
                    120,                 1.0829,                 0.8112,                0.89194,                 1.3252,                0.97975,                0.88341,                0.51082,                0.60053,                0.64611,                0.28961,                 2.2325,                 1.5301,                 1.1009,                  2.221,                 1.9775,                 1.0689,              0.0098832,              0.0098832,              0.0098832
                    121,                 1.0539,                0.77697,                0.89695,                  1.347,                0.96898,                0.91211,                0.81298,                0.57631,                0.69913,                0.34974,                 1.7838,                 1.6584,                0.96138,                 1.8334,                 2.3118,                0.99074,              0.0098822,              0.0098822,              0.0098822
                    122,                 1.0969,                0.77561,                0.90787,                 1.3924,                0.90774,                0.89986,                0.77634,                0.74868,                0.79934,                0.42007,                 1.6246,                 1.3431,                0.93509,                 1.6954,                 1.6661,                0.96719,              0.0098812,              0.0098812,              0.0098812
                    123,                 1.0353,                 0.7472,                0.88285,                 1.2464,                0.85712,                0.88926,                0.63153,                 0.7672,                0.74014,                0.33146,                 1.9849,                 1.4052,                  1.027,                 1.8777,                 1.8123,                0.99843,              0.0098802,              0.0098802,              0.0098802
                    124,                 1.1019,                0.77433,                0.87011,                 1.2924,                0.80864,                0.87458,                0.61827,                0.75149,                0.77042,                 0.3822,                 1.7007,                 1.2521,                 0.9621,                 1.7165,                   1.57,                0.96016,              0.0098792,              0.0098792,              0.0098792
                    125,                0.97597,                0.71091,                0.87892,                 1.2096,                0.79017,                0.88683,                0.84264,                0.72937,                0.81192,                0.36294,                 1.8359,                 1.3632,                 0.9989,                 1.7908,                 1.7735,                0.99011,              0.0098782,              0.0098782,              0.0098782
                    126,                0.99583,                0.74358,                0.88061,                 1.2225,                0.81922,                0.88233,                 0.6891,                0.66396,                0.75608,                0.34633,                 1.7902,                 1.4415,                 1.0007,                 1.7508,                 2.0314,                0.97337,              0.0098772,              0.0098772,              0.0098772
                    127,                 0.9976,                0.74798,                0.86595,                 1.3066,                0.87782,                0.86644,                0.68938,                0.73267,                0.81144,                0.32898,                 1.9617,                 1.2598,                 1.0549,                   1.84,                 1.4913,                 1.0118,              0.0098763,              0.0098763,              0.0098763
                    128,                 1.0036,                0.74343,                0.87945,                 1.2442,                0.82283,                0.89218,                0.91133,                0.61057,                 0.8087,                0.44921,                 1.6107,                 1.2327,                 0.9431,                  1.647,                 1.5874,                0.95325,              0.0098753,              0.0098753,              0.0098753
                    129,                0.98896,                0.80072,                0.88728,                 1.2422,                0.87771,                0.88822,                0.63862,                0.78571,                0.80321,                0.33472,                 1.8755,                   1.24,                0.99989,                 1.7659,                  1.507,                0.98095,              0.0098743,              0.0098743,              0.0098743
                    130,                 1.0268,                0.78007,                0.90709,                 1.2554,                0.88728,                0.91781,                0.78129,                0.75744,                0.77906,                0.28642,                 2.0023,                 1.3626,                 1.0666,                 1.8423,                  1.638,                 1.0275,              0.0098733,              0.0098733,              0.0098733
                    131,                 1.0597,                0.74876,                 0.8782,                 1.3493,                0.89216,                0.86906,                 0.8181,                0.74359,                0.78885,                0.40461,                 1.5824,                 1.2036,                0.93495,                  1.596,                 1.3271,                0.94599,              0.0098723,              0.0098723,              0.0098723
                    132,                0.99409,                0.72851,                0.88533,                 1.1809,                0.83369,                 0.8934,                 0.7922,                 0.5306,                0.73641,                0.33578,                 1.7284,                 1.4969,                0.98381,                 1.8898,                  1.628,                0.99075,              0.0098713,              0.0098713,              0.0098713
                    133,                0.99163,                0.75535,                0.89103,                 1.1908,                0.86876,                0.89732,                0.83931,                0.79588,                0.79082,                 0.3127,                 1.9671,                 1.2053,                 1.0312,                 1.8824,                 1.3804,                 1.0201,              0.0098703,              0.0098703,              0.0098703
                    134,                 1.0247,                0.72461,                0.89344,                  1.229,                0.81968,                0.88702,                 0.9196,                0.72899,                0.83184,                0.34834,                 1.9165,                 1.1437,                 1.0075,                 2.0259,                 1.3697,                 1.0277,              0.0098693,              0.0098693,              0.0098693
                    135,                0.92497,                0.69235,                0.87471,                 1.0614,                0.73627,                0.88457,                0.97853,                0.64018,                0.81061,                0.33634,                 1.9368,                 1.1634,                 1.0439,                 1.9427,                 1.2679,                  1.024,              0.0098683,              0.0098683,              0.0098683
                    136,                0.98494,                0.70982,                0.86907,                 1.2303,                0.83263,                0.88177,                0.77222,                0.55291,                0.72099,                0.28236,                 2.0232,                 1.1919,                 1.0747,                 1.9941,                 1.6667,                 1.0585,              0.0098673,              0.0098673,              0.0098673
                    137,                0.98116,                0.71086,                0.86826,                 1.1655,                0.74789,                0.86985,                0.71652,                0.68705,                 0.6864,                0.28442,                 2.1362,                 1.2897,                 1.0861,                 2.0943,                  1.531,                 1.0575,              0.0098664,              0.0098664,              0.0098664
                    138,                0.93215,                0.70127,                0.87843,                 1.2107,                0.78661,                0.88197,                0.83367,                0.61389,                0.81994,                0.40087,                    1.8,                 1.4377,                0.97129,                 1.9474,                 1.7883,                0.99985,              0.0098654,              0.0098654,              0.0098654
                    139,                0.93389,                0.74074,                0.88438,                 1.1536,                0.76483,                0.88646,                0.82716,                0.65158,                0.81957,                0.37712,                  1.866,                 1.4157,                0.96951,                 1.9761,                 1.8506,                0.98539,              0.0098644,              0.0098644,              0.0098644
                    140,                 1.1379,                 0.8053,                0.87578,                 1.4497,                0.91841,                0.88414,                0.78249,                0.81889,                0.83591,                 0.3244,                 2.0728,                 1.2116,                 1.0192,                 2.0001,                 1.5312,                 1.0119,              0.0098634,              0.0098634,              0.0098634
                    141,                 1.0022,                0.74873,                0.86066,                 1.2785,                 0.8138,                0.86908,                0.90118,                0.80374,                0.86256,                0.41255,                 1.6498,                 1.0872,                0.92977,                 1.8127,                 1.3703,                0.96907,              0.0098624,              0.0098624,              0.0098624
                    142,                0.98723,                0.66857,                0.88514,                 1.1472,                0.66974,                0.89692,                0.85438,                0.45238,                0.71758,                 0.3052,                 1.8895,                 1.2559,                0.98392,                 1.9847,                 1.5482,                 1.0228,              0.0098614,              0.0098614,              0.0098614
                    143,                0.97634,                0.69476,                0.88562,                 1.2153,                0.77358,                 0.8835,                0.65314,                0.86075,                0.87669,                0.34039,                 2.0228,                 1.1362,                 1.0387,                 2.0192,                 1.2805,                 1.0406,              0.0098604,              0.0098604,              0.0098604
                    144,                0.99436,                0.68878,                0.86607,                 1.0643,                0.64266,                0.85978,                0.91287,                0.65118,                0.82376,                0.32199,                 1.9611,                 1.1466,                 1.0248,                 2.0563,                 1.1829,                 1.0398,              0.0098594,              0.0098594,              0.0098594
                    145,                 1.0012,                0.71074,                0.88661,                 1.1462,                0.72526,                0.89813,                0.73302,                0.79811,                0.85698,                0.27891,                 2.0823,                 1.1948,                  1.056,                 2.1622,                 1.3182,                 1.0794,              0.0098584,              0.0098584,              0.0098584
                    146,                 1.0357,                0.74835,                0.88139,                 1.1473,                0.77989,                0.88445,                0.80524,                0.81845,                0.85667,                0.29517,                 2.1945,                  1.144,                 1.0829,                 2.2239,                 1.2279,                 1.0905,              0.0098574,              0.0098574,              0.0098574
                    147,                0.97901,                0.72718,                0.85814,                 1.1736,                0.78954,                0.86721,                0.85861,                 0.7586,                0.84711,                0.27324,                 2.0636,                 1.1434,                 1.0665,                 2.0815,                 1.2559,                 1.0707,              0.0098565,              0.0098565,              0.0098565
                    148,                0.96817,                0.69308,                0.86858,                 1.1828,                0.72695,                0.87632,                 0.8083,                  0.417,                0.79825,                0.29521,                 2.0567,                 1.3051,                 1.0464,                 2.0075,                 1.4352,                 1.0461,              0.0098555,              0.0098555,              0.0098555
                    149,                0.93171,                0.67612,                0.86474,                 1.1425,                0.71049,                0.86809,                0.77132,                0.47884,                0.52035,                0.21638,                 2.1837,                 1.4042,                 1.0859,                 2.1998,                 1.5312,                 1.0754,              0.0098545,              0.0098545,              0.0098545
                    150,                0.95185,                0.68291,                0.85959,                  1.206,                0.74864,                0.86517,                0.74666,                0.44434,                0.65011,                 0.2848,                 1.9845,                 1.3138,                 1.0141,                 2.0197,                 1.3705,                 1.0194,              0.0098535,              0.0098535,              0.0098535
                    151,                0.92449,                0.67185,                0.87029,                 1.1381,                0.68848,                0.87392,                 0.8933,                0.55775,                0.75267,                0.30389,                 1.9933,                  1.223,                 1.0365,                 1.9626,                 1.3124,                 1.0333,              0.0098525,              0.0098525,              0.0098525
                    152,                0.96593,                0.74989,                0.88442,                 1.2562,                0.84852,                0.88644,                0.71264,                0.76947,                0.76463,                 0.2587,                 2.1137,                 1.2738,                 1.0849,                 2.1255,                 1.5198,                 1.0913,              0.0098515,              0.0098515,              0.0098515
                    153,                0.98748,                0.74623,                0.86366,                 1.3152,                0.80135,                0.86289,                0.95194,                0.78002,                0.84318,                0.34534,                 1.9892,                 1.1856,                  1.049,                 1.9992,                 1.3223,                  1.053,              0.0098505,              0.0098505,              0.0098505
                    154,                0.96956,                0.69464,                0.86833,                  1.213,                0.76652,                 0.8728,                 0.9248,                0.77502,                0.84947,                0.43065,                 1.7331,                 1.0448,                0.95399,                 1.7078,                 1.1908,                0.95367,              0.0098495,              0.0098495,              0.0098495
                    155,                  1.093,                0.69093,                 0.8796,                 1.2967,                0.70721,                0.88177,                0.86903,                0.77528,                0.81874,                0.36123,                 1.9064,                 1.1481,                 1.0007,                 1.8912,                 1.3432,                   1.01,              0.0098485,              0.0098485,              0.0098485
                    156,                0.96786,                0.69456,                0.87561,                  1.218,                0.75521,                0.87754,                0.68859,                 0.6746,                0.78663,                0.30422,                 2.0088,                 1.3406,                  1.035,                 1.8733,                 1.4403,                 1.0147,              0.0098475,              0.0098475,              0.0098475
                    157,                0.94184,                0.67766,                 0.8749,                 1.1882,                0.73345,                0.88284,                0.83683,                0.80649,                0.84573,                0.42821,                 1.7354,                 1.1174,                 0.9661,                 1.6909,                 1.3412,                0.96859,              0.0098466,              0.0098466,              0.0098466
                    158,                0.93676,                 0.6844,                0.88128,                 1.2608,                0.80222,                0.88114,                0.89788,                0.74507,                0.83313,                 0.4321,                  1.697,                 1.1009,                0.95783,                 1.6856,                 1.3675,                0.95652,              0.0098456,              0.0098456,              0.0098456
                    159,                0.99311,                0.70134,                0.87929,                  1.286,                0.75001,                0.88292,                0.92266,                0.71244,                0.82876,                0.39847,                  1.882,                 1.2388,                0.99154,                  1.799,                 1.5716,                0.98755,              0.0098446,              0.0098446,              0.0098446
                    160,                 0.8965,                0.69766,                0.86321,                 1.1752,                0.78244,                0.87317,                0.93724,                0.72354,                 0.8466,                0.29293,                 2.1104,                 1.4737,                 1.0764,                  2.111,                 1.6157,                 1.0487,              0.0098436,              0.0098436,              0.0098436
                    161,                 0.9708,                0.69255,                 0.8728,                 1.1583,                0.73914,                0.86947,                0.77282,                 0.8156,                0.83772,                0.39429,                 1.8529,                 1.2517,                 1.0007,                 1.9296,                 1.4893,                 0.9976,              0.0098426,              0.0098426,              0.0098426
                    162,                0.93436,                0.69889,                0.85281,                 1.1704,                0.70153,                0.86429,                0.71507,                0.70106,                0.75372,                0.44575,                 1.7189,                 1.4182,                0.97046,                  1.752,                 1.6915,                0.95673,              0.0098416,              0.0098416,              0.0098416
                    163,                  0.945,                0.70444,                0.86311,                 1.0701,                0.68784,                0.87432,                0.82422,                0.76908,                 0.7895,                0.30276,                 1.9805,                 1.2973,                  1.038,                 1.9907,                 1.5556,                 1.0179,              0.0098406,              0.0098406,              0.0098406
                    164,                0.91379,                0.66069,                0.86784,                 1.1138,                0.72333,                 0.8684,                0.76597,                0.52178,                0.68677,                0.34801,                 1.8793,                 1.3949,                 1.0039,                 1.9447,                  1.513,                0.99383,              0.0098396,              0.0098396,              0.0098396
                    165,                0.97731,                0.65517,                0.87587,                 1.1056,                0.65397,                0.87178,                0.73068,                0.52399,                0.60623,                0.35619,                 1.7106,                 1.5087,                0.96957,                 1.9217,                 1.5619,                0.97111,              0.0098386,              0.0098386,              0.0098386
                    166,                0.92258,                0.66847,                0.85718,                 1.1402,                0.66149,                0.86273,                0.92645,                0.30159,                0.43793,                0.22105,                 1.9373,                 1.8819,                 1.0296,                 1.9297,                 1.9618,                  1.003,              0.0098376,              0.0098376,              0.0098376
                    167,                0.94301,                0.69303,                0.86573,                 1.1827,                0.70326,                0.87181,                 0.7939,                0.34309,                0.56646,                0.27899,                 2.0241,                 2.0063,                   1.07,                 1.9583,                 2.2197,                 1.0378,              0.0098367,              0.0098367,              0.0098367
                    168,                0.91506,                 0.6516,                0.85902,                 1.1249,                0.64132,                0.86592,                0.64489,                0.63757,                 0.6578,                0.31294,                 1.9931,                 1.4445,                 1.0603,                 2.1148,                 1.7466,                 1.0746,              0.0098357,              0.0098357,              0.0098357
                    169,                0.93752,                0.67157,                0.85372,                 1.1301,                0.67986,                0.85744,                 0.6781,                0.72591,                0.81076,                0.33153,                  2.109,                 1.4234,                 1.0851,                 2.1292,                 1.6294,                 1.0706,              0.0098347,              0.0098347,              0.0098347
                    170,                0.93574,                 0.6725,                0.88381,                 1.1034,                  0.716,                0.89375,                0.78175,                0.51267,                0.65634,                0.37764,                 1.8009,                 1.5769,                 1.0046,                 1.8945,                 1.7649,                 1.0018,              0.0098337,              0.0098337,              0.0098337
                    171,                0.89885,                0.64744,                0.87082,                 1.1315,                0.72285,                0.88753,                0.79297,                0.71374,                0.76537,                0.34912,                 1.9017,                 1.2986,                 1.0623,                 1.9303,                 1.5586,                 1.0427,              0.0098327,              0.0098327,              0.0098327
                    172,                0.85383,                0.60856,                0.86038,                 1.0634,                0.63339,                0.86401,                0.83005,                0.78327,                0.83092,                0.39142,                 1.8079,                 1.1469,                 1.0154,                 1.8032,                  1.335,                  1.009,              0.0098317,              0.0098317,              0.0098317
                    173,                0.95699,                0.67187,                0.87509,                 1.1277,                 0.6815,                0.87432,                0.79542,                0.82054,                0.84475,                0.47053,                 1.7237,                 1.1024,                0.96941,                 1.8119,                 1.2235,                0.98765,              0.0098307,              0.0098307,              0.0098307
                    174,                0.89688,                0.68419,                0.87702,                 1.0828,                0.72371,                0.88595,                0.91186,                0.73016,                0.85895,                0.41943,                 1.7284,                 1.0492,                0.95545,                  1.832,                  1.425,                0.97182,              0.0098297,              0.0098297,              0.0098297
                    175,                 0.9079,                0.66361,                0.86835,                 1.1815,                 0.7792,                0.87548,                0.73793,                0.37539,                0.65973,                0.36649,                 1.9749,                 1.9161,                 1.0235,                 1.9237,                 1.9354,                  1.005,              0.0098287,              0.0098287,              0.0098287
                    176,                 0.8305,                0.61735,                0.85492,                 1.0679,                0.65018,                 0.8623,                0.79563,                0.81701,                0.84789,                0.41755,                 1.9086,                 1.1632,                0.98467,                 1.9528,                 1.3911,                 1.0047,              0.0098277,              0.0098277,              0.0098277
                    177,                0.94624,                 0.6753,                0.84168,                 1.1995,                0.76436,                0.84749,                0.78138,                0.81037,                0.85033,                0.42168,                 1.7599,                 1.0596,                0.97659,                 1.8348,                  1.312,                0.97503,              0.0098268,              0.0098268,              0.0098268
                    178,                0.87107,                 0.6242,                0.88025,                0.99646,                0.60375,                0.88439,                0.78645,                0.84127,                0.87082,                 0.4081,                 1.8645,                 1.1593,                0.99196,                 1.8484,                  1.347,                0.98603,              0.0098258,              0.0098258,              0.0098258
                    179,                0.84781,                0.65114,                0.85489,                 1.0366,                0.64967,                0.88211,                0.79675,                0.81304,                0.82808,                0.38106,                 1.9524,                 1.2523,                 1.0429,                 1.9188,                 1.5466,                 1.0106,              0.0098248,              0.0098248,              0.0098248
                    180,                 0.8022,                0.60877,                0.86533,                0.94484,                0.59601,                 0.8893,                0.83603,                0.78968,                0.87023,                0.37112,                 2.0786,                 1.2385,                 1.0586,                 2.0206,                 1.4025,                 1.0444,              0.0098238,              0.0098238,              0.0098238
                    181,                0.94184,                0.65282,                0.84616,                 1.1791,                0.68153,                0.85061,                 0.8079,                0.80423,                0.85115,                0.37407,                 1.9187,                 1.1281,                 1.0099,                 1.9043,                 1.5454,                 1.0164,              0.0098228,              0.0098228,              0.0098228
                    182,                0.88338,                0.62446,                0.84614,                 1.1578,                0.66656,                0.85582,                0.75718,                0.79891,                0.82331,                0.35123,                 1.9452,                 1.1232,                 1.0302,                 2.0078,                 1.5708,                 1.0424,              0.0098218,              0.0098218,              0.0098218
                    183,                0.91737,                0.61041,                0.86107,                  1.111,                 0.6356,                0.85978,                0.92813,                0.72843,                0.83071,                0.41747,                 2.0021,                 1.1185,                 1.0421,                 1.9659,                 1.5412,                 1.0341,              0.0098208,              0.0098208,              0.0098208
                    184,                0.94654,                0.65196,                0.86713,                 1.2117,                0.71672,                0.87459,                0.75289,                0.69429,                0.75856,                0.40961,                 1.9244,                 1.2732,                 1.0081,                 1.9661,                 1.7915,                 1.0128,              0.0098198,              0.0098198,              0.0098198
                    185,                0.92093,                0.62325,                0.85329,                  1.158,                0.65348,                0.86365,                 0.9351,                 0.7736,                 0.8322,                0.42236,                 1.7778,                 1.1169,                0.99318,                 1.8348,                 1.5378,                 0.9985,              0.0098188,              0.0098188,              0.0098188
                    186,                0.91263,                0.60696,                0.87553,                  1.101,                0.62082,                  0.885,                0.88965,                 0.7672,                0.81719,                0.40601,                 1.8241,                 1.1291,                 1.0135,                 1.8207,                 1.5634,                 1.0166,              0.0098178,              0.0098178,              0.0098178
                    187,                0.97986,                0.63477,                  0.861,                 1.2107,                0.65187,                0.86136,                 0.8746,                0.77392,                0.81915,                0.39415,                 1.9797,                 1.1807,                 1.0413,                 1.9717,                 1.4407,                 1.0534,              0.0098169,              0.0098169,              0.0098169
                    188,                0.83604,                0.59548,                0.86144,                 1.0241,                0.60222,                0.87241,                0.88885,                0.77315,                0.81931,                0.36804,                 2.1098,                 1.3294,                 1.1051,                 2.0247,                 1.6093,                 1.0893,              0.0098159,              0.0098159,              0.0098159
                    189,                0.81467,                0.57697,                0.86201,                0.97208,                0.54211,                0.86992,                0.92304,                0.71024,                0.80179,                0.35997,                 1.9594,                  1.291,                 1.0642,                 1.9353,                 1.5802,                 1.0605,              0.0098149,              0.0098149,              0.0098149
                    190,                  0.839,                0.60648,                0.85432,                 1.0779,                 0.6122,                0.87242,                0.87062,                0.74835,                0.80327,                0.33279,                 2.0321,                 1.3931,                 1.0684,                 1.9616,                   1.65,                 1.0463,              0.0098139,              0.0098139,              0.0098139
                    191,                0.90989,                0.60799,                0.86959,                 1.2038,                0.63624,                0.87056,                0.72153,                0.68297,                0.78949,                0.35264,                  2.217,                 1.4159,                 1.1052,                 2.2284,                 1.6798,                 1.0881,              0.0098129,              0.0098129,              0.0098129
                    192,                0.90171,                0.58909,                0.85227,                 1.1176,                0.59092,                0.85028,                 0.8828,                0.71348,                 0.8436,                0.35141,                 2.1812,                 1.2408,                 1.0763,                 2.1362,                 1.3534,                 1.0586,              0.0098119,              0.0098119,              0.0098119
                    193,                0.86492,                0.60679,                0.85842,                 1.0255,                0.59056,                0.87651,                0.75079,                0.85509,                0.86664,                0.39599,                  1.875,                 1.0544,                 1.0003,                 1.9473,                 1.2434,                 1.0007,              0.0098109,              0.0098109,              0.0098109
                    194,                0.88893,                0.60784,                0.83586,                 1.1393,                0.65163,                0.84859,                0.89261,                0.79783,                0.87965,                0.37893,                 1.8681,                  1.078,                0.99597,                 2.0145,                 1.2794,                0.99114,              0.0098099,              0.0098099,              0.0098099
                    195,                0.90737,                0.60321,                0.83679,                 1.1167,                0.61371,                0.84175,                0.83616,                0.78418,                0.86696,                0.34533,                 2.1056,                 1.0771,                 1.0475,                 2.2031,                 1.3322,                 1.0425,              0.0098089,              0.0098089,              0.0098089
                    196,                0.83897,                 0.6028,                0.84494,                 1.0394,                0.60047,                0.84626,                0.86368,                0.72477,                0.85217,                0.35527,                 1.9529,                 1.1644,                 1.0304,                 2.0112,                 1.5865,                  1.017,              0.0098079,              0.0098079,              0.0098079
                    197,                0.91029,                0.59669,                0.84804,                 1.1325,                 0.5888,                 0.8634,                0.93649,                0.67627,                 0.8348,                0.40934,                   1.74,                 1.1074,                0.97525,                 1.7477,                 1.5629,                0.96312,               0.009807,               0.009807,               0.009807
                    198,                0.83276,                0.59424,                0.85042,                  1.009,                0.54908,                0.86445,                0.82435,                0.73276,                0.81622,                0.39065,                 1.8344,                 1.0773,                0.99432,                  1.844,                 1.5649,                0.99004,               0.009806,               0.009806,               0.009806
                    199,                0.95272,                0.61729,                0.85555,                 1.1872,                 0.6568,                0.85549,                 0.9449,                0.72559,                0.83456,                0.32817,                  2.145,                 1.1742,                 1.0626,                 2.0958,                 1.6091,                 1.0265,               0.009805,               0.009805,               0.009805
                    200,                0.77226,                0.56517,                0.83513,                0.96232,                 0.5457,                0.84686,                0.87772,                0.72813,                0.84254,                0.38618,                 1.8869,                 1.0562,                0.98867,                 1.9052,                  1.587,                0.98025,               0.009804,               0.009804,               0.009804
                    201,                0.86603,                0.64342,                0.88623,                 1.0633,                0.66963,                0.88992,                0.80038,                0.78943,                0.84713,                0.32851,                 2.1016,                 1.0653,                 1.0754,                 2.0418,                 1.5618,                 1.0395,               0.009803,               0.009803,               0.009803
                    202,                0.76006,                0.57284,                0.85291,                0.95078,                0.55072,                0.87108,                0.91015,                 0.7529,                0.84512,                0.36075,                 2.1094,                 1.1396,                 1.0863,                 2.1054,                 1.5683,                 1.0752,               0.009802,               0.009802,               0.009802
                    203,                0.80837,                0.58323,                 0.8482,                0.97318,                0.61758,                0.85383,                0.84878,                0.77954,                0.84756,                0.37629,                 1.8866,                 1.0947,                 1.0356,                 1.9647,                 1.5177,                 1.0452,               0.009801,               0.009801,               0.009801
                    204,                0.82801,                0.58034,                0.83853,                 1.1965,                0.67712,                0.84493,                0.78935,                0.84127,                0.85823,                0.36902,                 1.8759,                 1.1028,                 1.0197,                 1.9741,                 1.4742,                 1.0339,                 0.0098,                 0.0098,                 0.0098
                    205,                0.84294,                0.59494,                0.85757,                 1.0335,                0.56518,                0.85377,                0.92467,                0.75883,                 0.8416,                 0.3172,                 2.1844,                  1.209,                 1.1233,                 2.1599,                 1.5498,                 1.0806,               0.009799,               0.009799,               0.009799
                    206,                0.85821,                0.62268,                0.85178,                 1.0661,                0.62777,                0.85452,                0.89021,                0.77245,                0.83447,                0.37355,                 2.0652,                 1.2245,                 1.1014,                 2.0945,                  1.533,                 1.0639,               0.009798,               0.009798,               0.009798
                    207,                 0.8978,                0.64668,                0.84997,                 1.0547,                0.67622,                0.86323,                0.92383,                0.74984,                0.81688,                0.37906,                 1.9479,                 1.3053,                 1.0515,                 2.1204,                  1.575,                 1.0687,               0.009797,               0.009797,               0.009797
                    208,                0.78095,                0.56721,                  0.843,                 1.0662,                0.60671,                0.84958,                 0.8001,                0.77944,                0.81549,                0.36134,                 2.0666,                 1.3683,                  1.088,                 2.0791,                  1.779,                 1.0689,              0.0097961,              0.0097961,              0.0097961
