                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    209,                0.85061,                0.62566,                 0.8485,                 1.2163,                0.68059,                0.85635,                0.86669,                0.75766,                0.83091,                0.36361,                 2.1025,                 1.4499,                 1.1241,                 2.1785,                 1.7444,                 1.0736,              0.0097951,              0.0097951,              0.0097951
                    210,                0.83337,                0.59098,                0.85734,                 1.0173,                0.50621,                0.86323,                0.81835,                0.72635,                0.76258,                0.32541,                 2.0317,                 1.3134,                  1.072,                 2.1452,                 1.7545,                 1.0636,              0.0097941,              0.0097941,              0.0097941
                    211,                0.79598,                0.57089,                0.83867,                0.98824,                 0.5356,                0.84898,                0.89947,                0.75624,                0.83524,                0.40502,                 1.7368,                 1.2541,                0.98284,                 1.9554,                 1.6201,                 1.0037,              0.0097931,              0.0097931,              0.0097931
                    212,                0.77656,                0.56371,                0.82367,                 1.1087,                0.60164,                0.83584,                0.91478,                0.76213,                0.84302,                0.39818,                 1.8134,                 1.1903,                 1.0243,                 1.9103,                 1.5709,                 1.0089,              0.0097921,              0.0097921,              0.0097921
                    213,                0.75021,                0.55872,                0.84981,                0.94566,                0.54332,                0.85722,                0.93321,                0.76572,                0.85492,                0.35752,                 2.0491,                 1.2486,                 1.0798,                 1.9864,                 1.5734,                 1.0298,              0.0097911,              0.0097911,              0.0097911
                    214,                0.84661,                0.64358,                0.84925,                 1.1263,                0.64321,                0.86229,                0.92243,                0.77426,                0.84373,                0.34021,                 1.9745,                 1.2942,                 1.0626,                 1.9108,                 1.7343,                0.99561,              0.0097901,              0.0097901,              0.0097901
                    215,                0.84123,                  0.622,                0.84639,                 1.0326,                0.57324,                0.86335,                0.86847,                0.73252,                0.75524,                0.31912,                 1.9556,                 1.2953,                 1.0617,                 1.9272,                 1.7723,                 1.0072,              0.0097891,              0.0097891,              0.0097891
                    216,                0.90608,                0.58912,                0.83645,                 1.1375,                 0.5826,                0.84817,                 0.9289,                0.78571,                0.83165,                0.35697,                 1.9875,                 1.3594,                 1.0561,                 1.9537,                 1.6837,                 1.0044,              0.0097881,              0.0097881,              0.0097881
                    217,                0.90635,                0.60299,                0.84516,                 1.2515,                0.64647,                0.85492,                0.78843,                0.71958,                0.73504,                 0.3157,                 1.9709,                 1.3659,                 1.0842,                  1.973,                 1.7379,                 1.0344,              0.0097871,              0.0097871,              0.0097871
                    218,                0.83627,                0.56693,                0.84067,                 1.0961,                0.59435,                0.85235,                0.82018,                0.68983,                0.72802,                0.31815,                 1.9878,                 1.4163,                 1.0757,                 2.0479,                 1.8788,                 1.0342,              0.0097862,              0.0097862,              0.0097862
                    219,                0.81575,                0.57468,                0.84313,                 1.0601,                0.58836,                0.85617,                0.88625,                0.74868,                0.82216,                0.32631,                 2.1528,                 1.3651,                 1.1067,                 2.0826,                 1.8163,                 1.0333,              0.0097852,              0.0097852,              0.0097852
                    220,                0.85387,                 0.5629,                0.84757,                 1.0046,                0.54385,                0.85798,                0.90715,                 0.7672,                0.85479,                0.39038,                  1.836,                 1.1601,                 1.0129,                 1.9104,                 1.3441,                0.99167,              0.0097842,              0.0097842,              0.0097842
                    221,                0.81858,                0.55664,                0.84418,                 1.0135,                0.54534,                0.86225,                0.93944,                 0.7672,                0.86375,                0.33493,                 1.9678,                 1.2084,                 1.0552,                 2.0159,                 1.3579,                 1.0203,              0.0097832,              0.0097832,              0.0097832
                    222,                0.73228,                0.54124,                0.84194,                0.96159,                0.56128,                0.85552,                0.93174,                 0.7943,                0.87509,                0.33655,                 1.8981,                 1.2208,                 1.0509,                 1.9733,                 1.3065,                 1.0177,              0.0097822,              0.0097822,              0.0097822
                    223,                0.79365,                0.54161,                0.84548,                0.95361,                0.48894,                0.85712,                 0.9406,                0.79557,                0.87495,                0.43657,                 1.7485,                 1.0752,                0.99286,                 1.8241,                 1.1906,                0.96621,              0.0097812,              0.0097812,              0.0097812
                    224,                0.81866,                0.55964,                0.85314,                 1.0249,                 0.5952,                0.86517,                0.93549,                0.79723,                 0.8752,                 0.3639,                 1.9904,                  1.145,                 1.0517,                 2.0322,                  1.372,                 1.0269,              0.0097802,              0.0097802,              0.0097802
                    225,                0.75316,                 0.5401,                 0.8194,                0.93281,                0.49173,                0.83287,                0.88123,                0.79568,                 0.8725,                0.40456,                 1.7737,                 1.1417,                0.98624,                 1.9015,                 1.4135,                0.99491,              0.0097792,              0.0097792,              0.0097792
                    226,                0.85534,                0.56259,                0.85291,                0.98993,                0.50896,                0.85912,                0.92522,                0.72108,                0.86872,                0.38604,                 1.8466,                 1.2016,                 1.0138,                 1.9237,                 1.5644,                   1.01,              0.0097782,              0.0097782,              0.0097782
                    227,                0.78038,                0.55735,                0.84784,                0.93921,                0.51711,                0.86181,                0.92807,                0.71247,                0.85365,                0.32586,                 2.2473,                 1.1979,                 1.1185,                 2.1638,                 1.4887,                 1.0814,              0.0097773,              0.0097773,              0.0097773
                    228,                 0.8504,                0.56964,                0.83751,                  1.155,                0.59247,                0.85106,                0.87831,                0.75552,                0.86195,                0.36341,                 2.0178,                 1.1555,                  1.052,                 1.9715,                 1.3756,                 1.0461,              0.0097763,              0.0097763,              0.0097763
                    229,                0.79156,                0.55527,                0.83242,                 0.9771,                0.51823,                0.84452,                0.85998,                0.73854,                0.84949,                0.36384,                 2.0139,                 1.2374,                 1.0555,                 2.0023,                 1.5433,                 1.0383,              0.0097753,              0.0097753,              0.0097753
                    230,                0.73131,                0.54677,                0.83207,                0.95136,                0.50494,                0.84797,                0.92541,                0.74137,                0.87463,                  0.405,                 1.9306,                 1.1386,                 1.0212,                 1.9024,                 1.3922,                 1.0065,              0.0097743,              0.0097743,              0.0097743
                    231,                0.77987,                0.54109,                0.82545,                0.94974,                0.51312,                0.83626,                0.82891,                0.80423,                0.85982,                0.38485,                 1.9203,                  1.162,                 1.0241,                 1.9095,                 1.5477,                 1.0071,              0.0097733,              0.0097733,              0.0097733
                    232,                0.78216,                0.52954,                0.82334,                  1.027,                0.48581,                0.83973,                0.68202,                0.76584,                0.82119,                0.39705,                  1.815,                 1.2718,                 1.0104,                 1.6916,                 1.6885,                0.97806,              0.0097723,              0.0097723,              0.0097723
                    233,                0.83401,                0.55569,                0.84436,                0.99202,                0.49881,                0.85915,                0.76556,                0.78571,                0.83612,                0.34906,                 1.9586,                 1.1811,                 1.0342,                 1.8917,                 1.5437,                 1.0119,              0.0097713,              0.0097713,              0.0097713
                    234,                0.87473,                0.57718,                 0.8394,                 1.1261,                0.60846,                0.85366,                0.89111,                 0.7575,                0.83102,                0.44374,                 1.7789,                 1.2058,                 0.9812,                  1.751,                 1.4048,                0.96304,              0.0097703,              0.0097703,              0.0097703
                    235,                0.81595,                0.56901,                 0.8396,                 1.0252,                0.58231,                0.85168,                0.93165,                 0.7986,                0.86561,                  0.441,                 1.7098,                 1.0458,                0.96101,                 1.6777,                 1.2242,                0.95582,              0.0097693,              0.0097693,              0.0097693
                    236,                0.79814,                0.58068,                0.84039,                0.95991,                0.53845,                0.84533,                0.97472,                0.80517,                0.86671,                0.43472,                 1.7727,                0.96199,                0.96455,                  1.719,                 1.1853,                0.95174,              0.0097683,              0.0097683,              0.0097683
                    237,                0.89466,                0.60328,                0.84844,                 1.1603,                0.62059,                0.84805,                0.93733,                0.79767,                 0.8537,                0.40751,                 1.8121,                 1.0046,                0.99289,                 1.7796,                 1.2406,                0.96797,              0.0097674,              0.0097674,              0.0097674
                    238,                 0.7506,                0.55065,                0.84445,                0.91494,                0.52099,                0.84533,                0.91898,                0.77644,                0.84566,                  0.438,                 1.7673,                 1.0325,                0.97107,                 1.7804,                  1.301,                0.95617,              0.0097664,              0.0097664,              0.0097664
                    239,                0.73723,                0.53982,                0.83643,                 1.0443,                0.55469,                0.85663,                0.95877,                0.81616,                0.85973,                0.35274,                 2.0164,                  1.061,                 1.0541,                 1.9862,                 1.3159,                 1.0257,              0.0097654,              0.0097654,              0.0097654
                    240,                0.80961,                0.54087,                0.82862,                 1.1357,                0.51382,                0.85191,                 0.9471,                0.81995,                0.86291,                0.34012,                 2.1184,                 1.0448,                  1.076,                 2.1012,                 1.3574,                 1.0396,              0.0097644,              0.0097644,              0.0097644
                    241,                0.77634,                0.54741,                0.84285,                0.94829,                0.53786,                0.84478,                0.95361,                0.82275,                0.85966,                0.38347,                 1.9113,                 1.1865,                 1.0358,                 1.9462,                 1.3972,                 1.0088,              0.0097634,              0.0097634,              0.0097634
                    242,                0.75857,                0.53202,                 0.8281,                 1.0007,                0.53589,                0.84018,                0.89465,                0.76789,                0.85374,                0.36782,                 2.0501,                 1.0435,                 1.0551,                 1.8736,                 1.5054,                 1.0029,              0.0097624,              0.0097624,              0.0097624
                    243,                 0.8168,                0.55343,                0.82256,                  1.063,                0.54133,                 0.8351,                0.85691,                0.82275,                0.86239,                 0.3519,                 2.0812,                 1.0371,                 1.0694,                  2.035,                 1.3976,                 1.0206,              0.0097614,              0.0097614,              0.0097614
                    244,                0.76991,                0.54912,                0.83272,                 1.0874,                0.53094,                0.84445,                  0.921,                0.82159,                0.87146,                0.31831,                 2.1554,                 1.1846,                 1.1099,                 2.1524,                 1.3852,                 1.0553,              0.0097604,              0.0097604,              0.0097604
                    245,                0.85315,                0.58516,                0.83613,                  1.122,                0.59658,                0.84634,                 0.9333,                0.74868,                0.84065,                0.31864,                  2.059,                 1.2226,                 1.0826,                  2.042,                 1.4414,                 1.0652,              0.0097594,              0.0097594,              0.0097594
                    246,                0.73909,                0.53799,                0.83828,                0.97086,                0.53244,                0.85026,                0.92778,                0.72512,                0.82319,                0.33704,                 2.0322,                   1.25,                 1.0784,                  2.081,                 1.6655,                  1.082,              0.0097584,              0.0097584,              0.0097584
                    247,                0.76139,                0.56688,                0.83125,                 1.0447,                0.59518,                0.84382,                0.89008,                0.67333,                0.77599,                0.30573,                 2.1138,                 1.2669,                 1.1095,                 2.1404,                 1.5484,                 1.0917,              0.0097575,              0.0097575,              0.0097575
                    248,                0.76459,                0.53489,                0.84137,                 1.0376,                0.51653,                0.85377,                0.84791,                0.79203,                0.85887,                0.37764,                 2.0217,                 1.2164,                 1.0787,                  2.036,                 1.3806,                 1.0499,              0.0097565,              0.0097565,              0.0097565
                    249,                0.78713,                0.53784,                0.85146,                 1.0728,                0.52361,                0.86173,                0.89943,                0.66402,                0.81234,                0.40004,                  1.941,                 1.1954,                 1.0482,                 1.9801,                 1.5243,                 1.0309,              0.0097555,              0.0097555,              0.0097555
                    250,                0.76128,                0.52494,                0.83256,                 1.0012,                0.52693,                0.84139,                0.81387,                0.79282,                 0.8532,                0.41286,                  1.848,                 1.1246,                 1.0134,                 1.9216,                 1.3931,                 1.0122,              0.0097545,              0.0097545,              0.0097545
                    251,                0.76652,                0.55439,                0.83832,                  1.007,                0.56726,                0.84825,                0.96235,                 0.7672,                0.87892,                0.42376,                  1.905,                 1.0303,                 1.0267,                 1.9812,                 1.1963,                 1.0206,              0.0097535,              0.0097535,              0.0097535
                    252,                0.78551,                0.52916,                0.83011,                0.95032,                0.47511,                0.83762,                0.88239,                0.80925,                0.87614,                0.42794,                 1.8343,                 1.0629,                 1.0158,                  1.907,                 1.1587,                 1.0153,              0.0097525,              0.0097525,              0.0097525
                    253,                0.78618,                0.53413,                0.84197,                0.98188,                0.48144,                0.84367,                0.88168,                 0.8112,                0.86959,                0.42022,                 1.8538,                 1.0741,                 1.0293,                 1.8542,                 1.2315,                 1.0045,              0.0097515,              0.0097515,              0.0097515
                    254,                0.79782,                  0.547,                0.84498,                0.99291,                0.48443,                0.84285,                0.96239,                0.73727,                0.86269,                0.44075,                 1.6913,                 1.0651,                0.98573,                 1.7135,                 1.3161,                 0.9753,              0.0097505,              0.0097505,              0.0097505
                    255,                0.73072,                0.52798,                0.83364,                 1.0144,                0.54326,                 0.8432,                0.88988,                0.80423,                0.87268,                0.38344,                 1.9057,                 1.1023,                 1.0679,                  1.879,                 1.2721,                  1.034,              0.0097495,              0.0097495,              0.0097495
                    256,                 0.7336,                0.53687,                0.83648,                 1.0646,                0.56523,                0.85553,                0.85082,                0.84127,                0.88529,                0.37759,                  1.978,                 1.0916,                 1.0666,                 1.9092,                 1.3146,                  1.018,              0.0097485,              0.0097485,              0.0097485
                    257,                0.75643,                0.51213,                0.83031,                0.90398,                0.43978,                0.83945,                0.80875,                0.82275,                0.87691,                0.42858,                 1.8264,                 1.0306,                 1.0171,                 1.8104,                 1.2793,                 0.9918,              0.0097476,              0.0097476,              0.0097476
                    258,                0.78817,                0.54537,                0.86267,                0.96242,                0.53204,                0.87298,                0.96812,                0.72693,                0.85509,                0.41569,                  1.759,                0.98503,                0.99829,                 1.8426,                 1.2766,                 0.9954,              0.0097466,              0.0097466,              0.0097466
                    259,                0.74902,                0.52129,                0.83798,                 0.9328,                0.45911,                0.84505,                0.93696,                 0.7672,                0.86777,                0.41472,                  1.868,                 1.0481,                 1.0098,                 1.9376,                 1.2768,                0.99532,              0.0097456,              0.0097456,              0.0097456
                    260,                0.77493,                0.53589,                 0.8347,                 1.0548,                0.53367,                0.84159,                0.91069,                0.81727,                0.89193,                0.41786,                 1.9186,                0.98469,                 1.0155,                 1.8692,                 1.1243,                0.97883,              0.0097446,              0.0097446,              0.0097446
                    261,                0.77085,                0.51791,                  0.832,                0.91454,                0.45581,                0.83566,                0.88783,                0.82275,                0.87354,                0.41833,                 1.8439,                 1.0319,                 1.0184,                 1.7887,                 1.2424,                0.99095,              0.0097436,              0.0097436,              0.0097436
                    262,                0.76073,                0.51368,                0.82234,                0.98687,                0.46376,                0.83045,                0.84418,                0.82637,                0.86997,                0.41581,                 1.7996,                   1.04,                 1.0042,                 1.7966,                  1.188,                 0.9967,              0.0097426,              0.0097426,              0.0097426
                    263,                0.75618,                0.54082,                0.84153,                 0.9642,                0.55132,                0.85075,                0.89092,                0.82817,                0.89383,                0.38432,                  2.014,                 1.0053,                 1.0428,                 1.9518,                 1.1093,                 1.0178,              0.0097416,              0.0097416,              0.0097416
                    264,                0.84277,                0.56242,                0.84682,                 1.0898,                0.60213,                0.85364,                0.92494,                0.79241,                0.88124,                0.42375,                 1.9063,                0.99348,                  1.026,                  1.855,                 1.2022,                  1.007,              0.0097406,              0.0097406,              0.0097406
                    265,                0.75515,                0.53522,                0.82527,                 1.0262,                0.54675,                0.82836,                0.88968,                0.78571,                0.85755,                0.39672,                 1.8592,                 1.0836,                 1.0408,                 1.8516,                 1.3372,                 1.0238,              0.0097396,              0.0097396,              0.0097396
                    266,                0.76361,                0.54543,                0.82857,                0.95355,                 0.5411,                0.82795,                0.89743,                0.79207,                0.85382,                0.36291,                 1.8801,                 1.0673,                 1.0588,                 1.9112,                 1.3642,                 1.0365,              0.0097386,              0.0097386,              0.0097386
                    267,                0.76464,                0.53176,                0.83691,                0.99646,                0.50658,                0.83814,                0.91377,                0.73698,                0.77333,                0.32636,                 2.1107,                  1.124,                 1.1128,                  2.036,                 1.3584,                 1.0682,              0.0097377,              0.0097377,              0.0097377
                    268,                0.74781,                0.51743,                0.85607,                0.91948,                0.48717,                0.86512,                0.91082,                0.70829,                 0.8058,                0.32003,                 2.1483,                 1.1767,                 1.1322,                 2.0829,                 1.5028,                 1.0994,              0.0097367,              0.0097367,              0.0097367
                    269,                0.81125,                0.53007,                0.84794,                0.98032,                0.45203,                0.84747,                0.89679,                0.72454,                0.79607,                0.33908,                 2.0045,                 1.1483,                 1.0931,                 1.9939,                 1.4728,                 1.0745,              0.0097357,              0.0097357,              0.0097357
                    270,                0.82661,                0.52635,                0.83382,                 1.0926,                0.49131,                0.83944,                 0.8826,                0.75434,                0.82161,                0.35597,                 1.9532,                 1.1466,                 1.0617,                 2.0019,                 1.3855,                 1.0395,              0.0097347,              0.0097347,              0.0097347
                    271,                0.84353,                0.53791,                0.83028,                  1.058,                 0.5163,                0.83601,                0.83398,                 0.7565,                0.80728,                0.35059,                 2.1148,                 1.2059,                 1.1187,                 2.1158,                 1.5001,                 1.0795,              0.0097337,              0.0097337,              0.0097337
                    272,                0.77569,                0.51802,                0.84199,                 1.1192,                0.53041,                0.84882,                0.87457,                0.76064,                0.81871,                 0.3672,                 1.9541,                 1.1658,                 1.0568,                 2.0017,                 1.4304,                 1.0456,              0.0097327,              0.0097327,              0.0097327
                    273,                0.72481,                0.50381,                 0.8454,                 0.9594,                0.43744,                0.84474,                0.88333,                0.76016,                0.83788,                0.37755,                 1.9563,                 1.1092,                 1.0438,                 2.0101,                 1.3041,                 1.0392,              0.0097317,              0.0097317,              0.0097317
