                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                 1.0732,                0.71186,                0.88703,                 1.2512,                0.86218,                0.88705,                0.62586,                0.59549,                0.73468,                0.30977,                 2.1235,                 1.5499,                0.93851,                 2.1332,                 1.5092,                0.89745,              0.0014007,              0.0014007,              0.0014007
                    103,                0.99824,                0.69032,                0.88323,                 1.2569,                0.84016,                0.86141,                0.47283,                0.75661,                 0.7421,                0.35617,                 1.9544,                 1.4853,                0.92715,                 1.9734,                  1.489,                0.88278,              0.0014004,              0.0014004,              0.0014004
                    104,                 0.9618,                0.73587,                 0.8759,                 1.2883,                 0.9418,                0.86911,                0.51328,                 0.8077,                0.73159,                0.33314,                 1.9549,                 1.2838,                0.93545,                 2.1411,                 1.3961,                0.88784,              0.0014001,              0.0014001,              0.0014001
                    105,                 1.0039,                0.74075,                   0.87,                 1.3864,                  1.014,                0.87611,                0.74221,                0.54921,                  0.723,                0.29552,                 2.0636,                 1.2215,                0.94174,                 2.3234,                 1.3549,                0.89897,              0.0013999,              0.0013999,              0.0013999
                    106,                 1.0024,                0.66688,                0.86178,                  1.263,                0.87014,                0.85384,                0.60077,                0.75047,                0.70297,                0.26979,                 2.1036,                 1.3871,                0.93007,                  2.345,                  1.567,                0.88289,              0.0013996,              0.0013996,              0.0013996
                    107,                 1.1674,                0.76752,                0.88136,                 1.3505,                0.87587,                0.85782,                0.57602,                0.68148,                0.66829,                0.23504,                  2.312,                 1.5098,                0.95292,                   2.37,                  1.722,                0.88222,              0.0013993,              0.0013993,              0.0013993
                    108,                 1.0456,                0.67294,                0.87687,                 1.3339,                0.89166,                0.87119,                0.51809,                0.70409,                0.65942,                0.24401,                 2.3752,                 1.4303,                0.96528,                 2.3209,                 1.6208,                 0.8789,               0.001399,               0.001399,               0.001399
                    109,                0.95554,                0.64964,                0.85036,                 1.1777,                0.77483,                0.85125,                0.71967,                0.54359,                0.65444,                0.20729,                 2.4141,                 1.4048,                0.96755,                 2.4827,                 1.5817,                0.89082,              0.0013987,              0.0013987,              0.0013987
                    110,                0.97759,                0.64772,                0.85919,                  1.213,                0.76806,                0.86579,                0.62828,                0.65063,                0.64891,                0.22373,                 2.2512,                 1.4324,                0.95415,                 2.3806,                 1.6787,                0.88747,              0.0013984,              0.0013984,              0.0013984
                    111,                 1.0263,                0.65695,                0.87852,                 1.2547,                0.80733,                 0.8771,                0.53379,                0.62222,                0.56627,                0.17732,                 2.4158,                 1.5846,                0.97176,                 2.5713,                 1.8666,                0.90607,              0.0013982,              0.0013982,              0.0013982
                    112,                 1.1267,                0.68635,                0.85957,                 1.3083,                  0.835,                0.85463,                0.35252,                0.55729,                0.43024,                0.14192,                 2.5409,                 1.6401,                0.98157,                 2.8497,                 2.0033,                 0.9374,              0.0013979,              0.0013979,              0.0013979
                    113,                 1.0558,                 0.6869,                0.84685,                  1.285,                 0.8484,                0.84069,                0.57606,                0.56139,                0.54485,                0.17598,                 2.3116,                 1.5239,                0.96791,                 2.6665,                 1.7979,                0.92589,              0.0013976,              0.0013976,              0.0013976
                    114,                 1.0615,                0.65141,                0.89897,                 1.3133,                0.83419,                0.90033,                0.65462,                0.47937,                0.58592,                0.20145,                 2.2144,                 1.4622,                0.96636,                 2.5448,                 1.7233,                0.91719,              0.0013973,              0.0013973,              0.0013973
                    115,                 1.0618,                0.69824,                0.86485,                 1.2967,                 0.8112,                0.87231,                0.52896,                0.59284,                0.60653,                0.20513,                 2.2279,                 1.4478,                0.96204,                 2.5545,                 1.7383,                0.91674,               0.001397,               0.001397,               0.001397
                    116,                0.98974,                0.66252,                0.87764,                 1.2751,                0.93421,                0.87187,                0.56021,                0.55604,                0.61614,                0.24739,                 2.2745,                 1.4711,                 0.9649,                 2.4035,                 1.6554,                0.90291,              0.0013967,              0.0013967,              0.0013967
                    117,                0.95034,                0.64751,                0.87333,                  1.197,                 0.9172,                0.88085,                0.65498,                 0.5007,                0.66527,                0.28017,                 2.2928,                 1.4541,                0.96888,                 2.2639,                 1.5489,                0.89274,              0.0013965,              0.0013965,              0.0013965
                    118,                 0.8913,                0.61877,                 0.8488,                 1.1662,                0.79268,                0.86277,                0.65342,                0.59931,                 0.6424,                0.26023,                 2.4174,                 1.4943,                0.99283,                 2.3717,                 1.5124,                0.90535,              0.0013962,              0.0013962,              0.0013962
                    119,                0.86684,                0.57995,                0.84519,                 1.0435,                0.66368,                0.85372,                0.72717,                0.63175,                 0.7078,                0.28362,                  2.322,                 1.5401,                0.96889,                 2.3533,                 1.5593,                0.90097,              0.0013959,              0.0013959,              0.0013959
                    120,                0.88088,                0.62844,                0.85647,                 1.1019,                0.77671,                0.84928,                0.74855,                 0.5743,                 0.7238,                0.29575,                 2.1653,                 1.4801,                0.93903,                 2.2185,                  1.552,                0.88696,              0.0013956,              0.0013956,              0.0013956
                    121,                0.95115,                0.58592,                0.84533,                 1.0838,                0.63096,                0.84279,                0.78787,                0.57857,                0.73623,                0.28683,                 2.2025,                 1.4312,                0.93749,                 2.2262,                 1.5029,                0.88938,              0.0013953,              0.0013953,              0.0013953
                    122,                0.88622,                0.60103,                0.85276,                 1.1749,                0.72551,                0.85834,                0.63506,                0.67937,                0.70212,                0.27733,                 2.2089,                 1.3348,                0.93608,                  2.347,                 1.5528,                0.88808,               0.001395,               0.001395,               0.001395
                    123,                0.87268,                 0.6031,                0.86837,                  1.085,                0.69802,                0.86975,                0.63279,                0.58624,                0.70465,                0.28434,                 2.1135,                 1.3217,                 0.9365,                  2.317,                 1.5897,                0.88712,              0.0013948,              0.0013948,              0.0013948
                    124,                0.96076,                0.62092,                0.86914,                 1.2484,                0.78678,                0.86522,                0.88197,                0.52492,                  0.765,                0.31354,                 2.1058,                 1.3334,                0.96199,                 2.2294,                 1.5674,                 0.8847,              0.0013945,              0.0013945,              0.0013945
                    125,                0.96545,                 0.6304,                0.85698,                 1.2204,                0.75178,                0.85245,                0.66025,                0.65424,                0.74153,                0.27783,                 2.2115,                  1.408,                0.96174,                 2.3838,                 1.6111,                0.90136,              0.0013942,              0.0013942,              0.0013942
                    126,                  1.046,                0.68264,                0.83468,                 1.3109,                0.84371,                0.83958,                0.68222,                0.58201,                0.69481,                0.26558,                  2.105,                 1.6093,                 0.9201,                 2.3593,                 1.8482,                0.88858,              0.0013939,              0.0013939,              0.0013939
                    127,                 1.2375,                0.94829,                0.86806,                 1.3299,                 1.0199,                0.85534,                0.62613,                0.52767,                0.66038,                0.28721,                 2.0389,                 1.6311,                0.92009,                 2.1424,                 1.8348,                0.87606,              0.0013936,              0.0013936,              0.0013936
                    128,                0.94009,                 0.6041,                0.84172,                 1.1659,                0.73053,                0.83481,                0.64123,                0.52593,                0.60683,                 0.2687,                  2.097,                 1.4548,                0.93164,                 2.1441,                 1.7603,                0.89229,              0.0013933,              0.0013933,              0.0013933
                    129,                0.97469,                0.65602,                0.85448,                 1.3319,                0.80849,                0.86214,                0.65408,                0.62747,                0.60424,                0.26337,                  2.025,                  1.495,                0.92203,                 2.0698,                 1.9052,                0.88157,              0.0013931,              0.0013931,              0.0013931
                    130,                0.84525,                0.56855,                0.82523,                 1.0307,                0.65763,                0.82739,                0.74002,                0.60213,                 0.5845,                0.27411,                 1.9053,                 1.6491,                0.90426,                 1.8774,                 1.9332,                0.86416,              0.0013928,              0.0013928,              0.0013928
                    131,                0.99086,                0.66161,                0.84108,                 1.1597,                0.69245,                0.83785,                0.54384,                0.56713,                0.63646,                0.27348,                 1.9983,                 1.5748,                0.92033,                 1.9966,                 1.8282,                0.87323,              0.0013925,              0.0013925,              0.0013925
                    132,                0.94554,                0.68446,                0.90255,                 1.1181,                0.76276,                0.92535,                0.90892,                 0.5337,                0.80598,                0.35773,                  1.949,                 1.3136,                 0.9282,                  2.075,                 1.3597,                0.87353,              0.0013922,              0.0013922,              0.0013922
                    133,                0.97409,                0.62035,                0.86753,                 1.2615,                0.73358,                0.87279,                0.54397,                0.69735,                0.76408,                0.36546,                 1.9501,                 1.3906,                0.92693,                 2.0568,                 1.4012,                0.87491,              0.0013919,              0.0013919,              0.0013919
                    134,                0.80467,                0.56388,                0.83845,                 1.0159,                0.63154,                0.84272,                0.63321,                0.61376,                  0.729,                0.30525,                 2.1982,                 1.5172,                0.95374,                 2.1788,                 1.6796,                0.88975,              0.0013917,              0.0013917,              0.0013917
                    135,                0.91349,                0.58114,                0.85955,                  1.128,                0.63062,                0.85795,                0.62117,                0.52804,                 0.6679,                0.26704,                 2.2973,                 1.5961,                0.97876,                 2.2703,                 1.7718,                0.90852,              0.0013914,              0.0013914,              0.0013914
                    136,                0.76435,                0.58904,                0.85019,                 1.0201,                 0.7599,                 0.8603,                0.69799,                0.52349,                0.57942,                0.22421,                 2.2989,                 1.7976,                0.98478,                 2.3642,                 2.0013,                0.92216,              0.0013911,              0.0013911,              0.0013911
                    137,                0.88737,                 0.6217,                0.83204,                 1.1528,                0.76152,                0.81983,                0.67145,                0.55262,                0.59185,                0.22153,                   2.28,                 1.8533,                0.97415,                 2.2816,                 2.1113,                0.91545,              0.0013908,              0.0013908,              0.0013908
                    138,                0.99132,                0.64229,                0.86428,                 1.2609,                0.74445,                0.86578,                0.66319,                0.49993,                0.62778,                0.26807,                 2.1632,                 1.5629,                0.94141,                 2.1596,                 1.7389,                0.90396,              0.0013905,              0.0013905,              0.0013905
                    139,                 1.0288,                0.61173,                0.88385,                 1.2419,                0.72446,                0.86759,                0.86958,                0.46074,                0.68133,                0.31076,                 2.0524,                 1.4451,                0.92109,                 2.0729,                 1.5827,                0.88939,              0.0013902,              0.0013902,              0.0013902
                    140,                 0.8915,                0.57747,                0.82875,                 1.0328,                0.62761,                0.82951,                0.83382,                0.65534,                0.74874,                0.34298,                 2.0852,                 1.5027,                0.91449,                 2.0729,                 1.6045,                0.87663,                0.00139,                0.00139,                0.00139
                    141,                 1.0544,                0.63358,                0.85438,                 1.2559,                0.73062,                0.85449,                 0.6605,                0.66772,                0.74038,                0.33738,                 2.0649,                 1.5123,                0.92515,                 2.1068,                 1.6451,                0.88397,              0.0013897,              0.0013897,              0.0013897
                    142,                0.84894,                0.59249,                0.85116,                 1.1629,                0.71884,                0.86205,                0.80099,                0.64989,                0.78438,                0.38696,                 1.9799,                 1.1821,                0.91128,                 2.0808,                 1.3448,                0.86439,              0.0013894,              0.0013894,              0.0013894
                    143,                0.99614,                 0.6534,                0.84676,                 1.2952,                0.82222,                0.85191,                0.85448,                0.62334,                0.81123,                0.37672,                 2.0618,                 1.1348,                0.92316,                 2.1361,                 1.2695,                0.86637,              0.0013891,              0.0013891,              0.0013891
                    144,                0.86883,                0.57493,                0.82518,                 1.0982,                0.59645,                0.82262,                0.76648,                0.82391,                 0.8502,                0.36032,                 2.1924,                 1.1403,                0.94309,                 2.1085,                 1.2934,                0.87292,              0.0013888,              0.0013888,              0.0013888
                    145,                0.92189,                0.58626,                0.84238,                 1.2656,                0.68156,                0.85307,                0.68095,                0.83645,                0.82966,                0.37483,                 2.0708,                 1.1087,                0.93757,                 2.0147,                  1.286,                0.86578,              0.0013885,              0.0013885,              0.0013885
                    146,                0.90811,                0.61672,                0.84559,                 1.2442,                0.76353,                0.84936,                0.54932,                0.77688,                 0.7197,                0.29867,                 2.3024,                  1.193,                0.92157,                  2.346,                 1.3323,                0.88295,              0.0013883,              0.0013883,              0.0013883
                    147,                0.96479,                0.60971,                 0.8257,                 1.1422,                0.62029,                0.83291,                0.55517,                 0.8011,                0.71231,                0.24216,                 2.4615,                 1.2566,                0.94176,                 2.6166,                 1.4733,                0.90144,               0.001388,               0.001388,               0.001388
                    148,                0.97877,                 0.5966,                0.86922,                  1.211,                0.68387,                0.86757,                0.68866,                 0.7164,                0.73699,                0.33347,                 2.0788,                  1.171,                0.93109,                 2.2973,                 1.4422,                0.88844,              0.0013877,              0.0013877,              0.0013877
                    149,                 0.8306,                0.56256,                0.84294,                 1.1147,                 0.7493,                 0.8582,                0.84539,                0.63712,                0.72607,                0.32684,                 2.1152,                 1.2258,                0.93116,                  2.277,                 1.5054,                0.88564,              0.0013874,              0.0013874,              0.0013874
                    150,                0.88466,                0.56342,                 0.8406,                 1.1127,                0.60866,                0.84566,                0.81086,                0.59471,                0.70603,                0.28843,                  2.284,                 1.3621,                0.95198,                 2.4196,                 1.5896,                0.89388,              0.0013871,              0.0013871,              0.0013871
                    151,                0.88791,                0.58915,                0.84319,                 1.1415,                0.66619,                0.84174,                0.67481,                0.73721,                0.77265,                0.30156,                 2.2983,                  1.371,                0.96326,                 2.3878,                 1.4737,                0.90028,              0.0013868,              0.0013868,              0.0013868
                    152,                0.97833,                0.58466,                0.85629,                 1.1223,                0.64459,                0.85104,                0.84286,                0.69504,                0.77442,                0.36064,                  2.176,                 1.3218,                0.96713,                 2.0964,                 1.3685,                0.87968,              0.0013866,              0.0013866,              0.0013866
                    153,                0.89531,                0.56094,                0.84095,                 1.1465,                0.61181,                0.85336,                0.82769,                0.66878,                 0.7535,                0.37524,                 2.0081,                 1.3108,                0.94389,                 2.0014,                 1.3903,                0.87074,              0.0013863,              0.0013863,              0.0013863
                    154,                0.85199,                0.55914,                0.82338,                  1.042,                 0.5967,                0.82028,                0.84075,                0.62116,                0.73219,                0.32685,                 2.1691,                 1.2916,                0.93756,                 2.0783,                 1.4106,                0.87576,               0.001386,               0.001386,               0.001386
                    155,                0.80868,                0.55249,                0.84286,                 1.0507,                0.62017,                0.85777,                 0.8737,                0.63531,                0.75847,                0.34124,                  2.148,                 1.3225,                0.93946,                 2.1285,                 1.4254,                0.87839,              0.0013857,              0.0013857,              0.0013857
                    156,                0.83597,                0.56418,                0.81457,                 1.1258,                0.61727,                0.82534,                 0.7547,                0.70144,                0.75304,                0.32081,                 2.0497,                 1.3818,                0.93903,                 2.3791,                 1.5033,                0.89415,              0.0013854,              0.0013854,              0.0013854
                    157,                0.82225,                0.55961,                0.83195,                 1.0525,                0.62587,                0.83784,                0.62499,                0.62222,                0.72742,                0.30327,                 2.0093,                 1.3414,                0.93823,                 2.3967,                 1.4847,                0.89705,              0.0013851,              0.0013851,              0.0013851
                    158,                0.81653,                0.54339,                0.84147,                 1.0247,                0.59706,                0.83706,                0.72973,                0.58413,                0.73237,                0.28374,                 2.0303,                 1.2536,                0.93028,                 2.2883,                 1.3936,                0.89014,              0.0013849,              0.0013849,              0.0013849
                    159,                0.82488,                0.55817,                0.82056,                 1.1788,                0.61746,                0.83977,                0.85559,                0.58705,                0.75537,                0.29647,                  2.033,                 1.2662,                0.93444,                 2.2451,                  1.401,                0.88565,              0.0013846,              0.0013846,              0.0013846
                    160,                0.84716,                0.52178,                0.82652,                 1.0652,                0.56516,                 0.8337,                0.79281,                0.68133,                0.81325,                0.31976,                 2.1741,                 1.3561,                0.93991,                 2.2883,                 1.4452,                0.88895,              0.0013843,              0.0013843,              0.0013843
                    161,                0.86786,                0.56024,                0.84953,                 1.0826,                0.61913,                0.85511,                0.72616,                0.64399,                0.80335,                0.31314,                 2.2128,                 1.3232,                0.94318,                 2.2893,                 1.4276,                0.88997,               0.001384,               0.001384,               0.001384
                    162,                0.88638,                0.57932,                0.83098,                 1.1021,                0.63319,                0.82443,                0.76825,                0.62238,                0.76781,                0.31111,                  2.203,                 1.1653,                0.93466,                 2.3594,                 1.3121,                0.88668,              0.0013837,              0.0013837,              0.0013837
                    163,                0.75624,                0.54619,                0.82529,                 1.0226,                0.65717,                0.83614,                0.69353,                 0.6963,                0.74656,                0.29134,                 2.1622,                 1.1952,                0.92703,                 2.3477,                 1.3168,                0.88467,              0.0013834,              0.0013834,              0.0013834
                    164,                0.85436,                0.57916,                0.83606,                 1.1579,                0.76504,                0.83018,                0.68768,                0.64358,                0.73727,                0.28219,                 2.2673,                 1.2486,                0.92952,                 2.3238,                 1.4083,                0.88582,              0.0013832,              0.0013832,              0.0013832
                    165,                0.74848,                0.48569,                0.82296,                0.90183,                0.50778,                0.81509,                0.70007,                0.69134,                0.74452,                0.29791,                 2.2151,                 1.2663,                0.92128,                 2.2771,                 1.4765,                0.88213,              0.0013829,              0.0013829,              0.0013829
                    166,                0.77715,                0.53913,                0.85527,                0.97828,                0.63145,                0.83661,                0.76656,                0.57566,                0.72566,                0.29512,                 2.0912,                  1.327,                0.90912,                 2.2669,                 1.5534,                0.87749,              0.0013826,              0.0013826,              0.0013826
                    167,                 0.8046,                0.53177,                0.85187,                 1.0215,                0.59128,                0.85329,                0.90254,                0.50053,                0.71593,                0.30801,                 2.0069,                 1.2674,                0.90517,                 2.1684,                  1.512,                0.87091,              0.0013823,              0.0013823,              0.0013823
                    168,                0.75508,                0.55627,                0.84267,                0.98294,                0.60777,                0.84781,                0.67366,                0.63175,                0.72869,                0.32228,                 1.9857,                 1.2271,                0.92327,                 2.1139,                  1.422,                0.87192,               0.001382,               0.001382,               0.001382
                    169,                0.78465,                0.53458,                0.85035,                0.95757,                 0.6577,                0.86012,                0.69072,                0.61098,                0.68968,                0.31404,                 1.9713,                 1.2295,                0.92664,                 2.1383,                 1.4558,                0.86721,              0.0013817,              0.0013817,              0.0013817
                    170,                0.79904,                0.50485,                0.82617,                0.98031,                 0.5421,                0.83257,                0.57291,                 0.7164,                0.67171,                 0.2884,                 2.0165,                 1.1989,                0.92957,                 2.1481,                 1.4614,                0.86743,              0.0013815,              0.0013815,              0.0013815
                    171,                0.83826,                0.52744,                0.83432,                 1.0195,                0.58657,                 0.8322,                0.61717,                0.80905,                0.74079,                0.31313,                 2.0212,                  1.114,                  0.933,                 2.1206,                 1.3383,                0.86903,              0.0013812,              0.0013812,              0.0013812
                    172,                0.86448,                 0.5283,                0.84091,                   1.14,                0.62976,                0.84949,                0.79184,                0.65804,                0.77457,                0.30828,                 2.1368,                 1.1501,                0.94659,                 2.2188,                 1.2939,                0.88048,              0.0013809,              0.0013809,              0.0013809
                    173,                0.80347,                0.51869,                0.82719,                 1.0159,                0.55407,                0.82043,                 0.7901,                0.61762,                0.74541,                0.29888,                 2.2273,                 1.1916,                0.94466,                 2.2214,                 1.5013,                0.87926,              0.0013806,              0.0013806,              0.0013806
                    174,                0.83348,                0.53928,                0.82846,                0.98441,                0.55501,                0.82494,                0.60849,                0.75667,                0.70982,                 0.3228,                 2.2466,                 1.2864,                0.91232,                   2.12,                 1.5147,                0.86659,              0.0013803,              0.0013803,              0.0013803
                    175,                0.78136,                0.50896,                 0.8288,                0.96363,                0.54822,                0.84358,                0.63795,                0.68783,                0.72583,                0.32496,                 2.1219,                 1.2924,                0.89951,                 2.0695,                 1.4608,                0.85992,              0.0013801,              0.0013801,              0.0013801
                    176,                0.78735,                0.49576,                0.80909,                 1.0073,                0.51854,                 0.8136,                0.76223,                0.69841,                0.78789,                0.30627,                 2.2179,                 1.1824,                0.96879,                   2.29,                 1.3321,                0.88373,              0.0013798,              0.0013798,              0.0013798
                    177,                0.80106,                0.49757,                 0.8387,                 1.0291,                0.54438,                0.83053,                0.77121,                0.57643,                0.76466,                0.29525,                 2.3167,                 1.2102,                0.97643,                  2.449,                 1.3711,                0.89874,              0.0013795,              0.0013795,              0.0013795
                    178,                0.79813,                0.50864,                0.82551,                 1.0052,                0.56785,                0.83961,                0.60643,                0.70301,                0.77373,                0.25591,                 2.3111,                 1.2148,                 1.0077,                 2.6134,                 1.4514,                0.92663,              0.0013792,              0.0013792,              0.0013792
                    179,                0.87056,                 0.5784,                 0.8453,                 1.1109,                0.65669,                0.83269,                0.76947,                0.69683,                0.80447,                0.32168,                 2.2159,                 1.1622,                0.99616,                 2.4306,                 1.3629,                 0.9142,              0.0013789,              0.0013789,              0.0013789
                    180,                0.76608,                0.52318,                 0.8136,                 1.0629,                0.55043,                 0.8253,                0.84917,                0.70261,                0.82549,                0.37493,                 2.0377,                 1.1033,                0.97164,                 2.0841,                 1.3082,                0.88473,              0.0013786,              0.0013786,              0.0013786
                    181,                0.79422,                0.51628,                0.82605,                 1.0562,                0.58767,                 0.8209,                0.90825,                0.65031,                0.84235,                0.37477,                 2.0681,                  1.118,                0.95942,                 2.0601,                  1.378,                 0.8766,              0.0013784,              0.0013784,              0.0013784
                    182,                0.76325,                0.50463,                0.82897,                0.93665,                0.53176,                0.83782,                0.71118,                0.64172,                0.82893,                0.31432,                 2.2034,                 1.3102,                0.94275,                 2.2034,                 1.5294,                0.88001,              0.0013781,              0.0013781,              0.0013781
                    183,                0.79335,                0.50775,                 0.8447,                0.95924,                0.45349,                0.84181,                0.87363,                0.54339,                0.82496,                0.32747,                 2.1831,                 1.2293,                0.93867,                 2.2195,                 1.3922,                0.88155,              0.0013778,              0.0013778,              0.0013778
                    184,                 0.7641,                0.50328,                0.82704,                 1.0272,                0.54455,                0.83563,                0.80079,                0.58596,                0.73025,                0.28914,                 2.2237,                 1.2122,                0.97673,                 2.4102,                 1.4466,                0.91596,              0.0013775,              0.0013775,              0.0013775
                    185,                0.80524,                0.53177,                0.82189,                  1.032,                0.54214,                0.82577,                0.75165,                 0.6798,                0.75291,                0.28552,                 2.1989,                 1.1421,                0.97568,                 2.4096,                 1.3684,                 0.9107,              0.0013772,              0.0013772,              0.0013772
                    186,                0.81359,                0.53002,                0.82445,                 1.0387,                0.56925,                0.83077,                0.76568,                0.64767,                0.69743,                0.23883,                 2.2986,                 1.3558,                0.99293,                 2.4983,                 1.5194,                0.91368,              0.0013769,              0.0013769,              0.0013769
                    187,                0.75582,                0.51991,                0.83132,                  1.029,                0.55319,                0.83614,                0.80843,                0.63953,                0.67566,                0.23269,                 2.3699,                 1.4673,                 1.0058,                 2.5178,                 1.5778,                0.91794,              0.0013767,              0.0013767,              0.0013767
                    188,                0.87559,                0.53943,                0.81564,                 1.0208,                0.56397,                 0.8177,                0.78892,                 0.6572,                0.71536,                 0.2658,                 2.2837,                 1.4286,                0.99208,                 2.3396,                 1.6111,                0.91034,              0.0013764,              0.0013764,              0.0013764
                    189,                0.71668,                0.49619,                0.82701,                0.95803,                0.55646,                0.82952,                0.73225,                0.65254,                0.74769,                0.29488,                 2.2015,                 1.3884,                0.96363,                 2.2981,                 1.4617,                 0.9025,              0.0013761,              0.0013761,              0.0013761
                    190,                0.80973,                0.55925,                0.81628,                 1.0589,                0.63149,                0.82608,                0.60255,                0.72593,                 0.7541,                0.28978,                 2.2291,                  1.327,                0.94386,                 2.2402,                 1.4172,                0.89054,              0.0013758,              0.0013758,              0.0013758
                    191,                0.86268,                0.53702,                0.84957,                 1.1468,                0.63248,                0.84464,                0.70874,                0.64127,                 0.7726,                0.33805,                  2.159,                 1.2063,                0.94636,                 2.1064,                 1.3447,                0.87641,              0.0013755,              0.0013755,              0.0013755
                    192,                0.84201,                 0.5416,                0.83849,                 1.1196,                0.67074,                0.83953,                0.83971,                0.64879,                0.76798,                0.34677,                 2.2717,                 1.1436,                0.97115,                 2.1926,                 1.2615,                0.88644,              0.0013752,              0.0013752,              0.0013752
                    193,                 0.9259,                0.54242,                 0.8285,                 1.1141,                0.60164,                 0.8342,                0.75699,                 0.6328,                0.75218,                0.30676,                 2.2334,                 1.1082,                0.97646,                 2.3163,                 1.2255,                0.89847,               0.001375,               0.001375,               0.001375
                    194,                0.75917,                0.51245,                0.84501,                0.97443,                0.55402,                 0.8463,                0.85813,                0.52188,                0.75261,                0.26551,                 2.2571,                 1.1496,                0.94748,                  2.562,                 1.2507,                0.91269,              0.0013747,              0.0013747,              0.0013747
                    195,                0.73018,                0.48315,                0.81399,                0.99472,                0.55225,                0.80219,                0.84906,                0.56885,                0.78677,                0.25187,                 2.3113,                 1.2269,                0.94772,                 2.5873,                 1.3559,                0.91408,              0.0013744,              0.0013744,              0.0013744
                    196,                 0.8215,                0.56961,                0.84265,                 1.0655,                0.68974,                0.84277,                 0.6307,                0.67055,                0.69506,                0.24412,                 2.2576,                 1.2877,                0.97362,                 2.4501,                 1.3894,                0.90023,              0.0013741,              0.0013741,              0.0013741
                    197,                0.76422,                 0.5142,                0.81827,                0.96101,                0.52585,                0.82419,                0.68038,                 0.6158,                0.69508,                0.25618,                 2.2606,                 1.2713,                0.98208,                 2.4008,                 1.3537,                0.89689,              0.0013738,              0.0013738,              0.0013738
                    198,                0.77934,                0.49291,                0.81032,                 1.0285,                0.53502,                0.81703,                0.61119,                0.77354,                0.71587,                0.29285,                 2.2655,                  1.214,                0.97933,                 2.3282,                 1.2869,                0.89454,              0.0013735,              0.0013735,              0.0013735
                    199,                 1.1203,                0.67025,                0.82013,                 1.3223,                0.75493,                0.82341,                0.60633,                0.72396,                0.71777,                0.28703,                 2.3087,                 1.1731,                0.97209,                 2.3659,                 1.2536,                0.89556,              0.0013733,              0.0013733,              0.0013733
                    200,                0.70271,                0.45103,                0.81955,                0.95624,                 0.4963,                0.82294,                0.79348,                0.64855,                0.73919,                0.29347,                 2.2355,                 1.1415,                0.96725,                 2.3266,                 1.1729,                0.89205,               0.001373,               0.001373,               0.001373
                    201,                0.77348,                  0.501,                0.83242,                0.97742,                0.61771,                0.83488,                0.70875,                0.68042,                0.74993,                0.28166,                  2.281,                 1.1325,                0.96568,                 2.3602,                 1.2075,                0.89495,              0.0013727,              0.0013727,              0.0013727
                    202,                0.67987,                0.46493,                0.82465,                 1.0011,                0.55971,                0.82736,                0.78333,                0.72506,                0.83481,                0.34277,                 2.3216,                 1.0949,                0.98172,                 2.2025,                 1.2924,                0.88302,              0.0013724,              0.0013724,              0.0013724
                    203,                0.77832,                 0.5161,                0.81836,                0.99432,                0.61245,                0.82872,                0.71141,                0.73454,                0.83156,                0.36291,                 2.2565,                 1.1035,                0.98351,                 2.0672,                 1.3201,                0.87578,              0.0013721,              0.0013721,              0.0013721
                    204,                0.82292,                0.50354,                0.84305,                 1.1794,                0.64782,                0.83953,                0.78251,                0.65926,                0.81921,                0.35159,                 2.2192,                 1.0725,                0.98054,                 2.1048,                  1.234,                0.87846,              0.0013718,              0.0013718,              0.0013718
                    205,                0.72154,                0.47602,                0.81954,                0.98168,                0.52569,                0.82128,                 0.8485,                0.61916,                0.78306,                0.32457,                  2.257,                 1.0771,                0.98986,                 2.1908,                 1.2715,                 0.8886,              0.0013716,              0.0013716,              0.0013716
                    206,                0.75229,                 0.4807,                 0.8328,                 1.0682,                0.59687,                0.84213,                0.66253,                0.78237,                0.84163,                 0.3407,                 2.0873,                 1.1332,                0.96417,                 2.0785,                 1.3015,                0.88976,              0.0013713,              0.0013713,              0.0013713
                    207,                0.69796,                0.44675,                0.81087,                0.89491,                 0.4533,                 0.8134,                0.66269,                  0.747,                 0.8224,                0.33858,                 2.0707,                 1.1825,                0.96243,                 2.0976,                  1.327,                 0.8898,               0.001371,               0.001371,               0.001371
                    208,                0.69187,                0.46124,                 0.7962,                0.87837,                0.46332,                0.80687,                0.93372,                0.63831,                0.80215,                0.35992,                  2.109,                  1.188,                0.98825,                 2.2223,                 1.3465,                0.89407,              0.0013707,              0.0013707,              0.0013707
                    209,                0.73159,                0.47747,                0.83662,                0.91876,                0.47318,                0.84308,                0.88076,                0.65488,                0.77962,                0.37254,                 2.1075,                 1.1482,                0.98947,                 2.1832,                 1.2634,                0.89025,              0.0013704,              0.0013704,              0.0013704
                    210,                  0.787,                0.47802,                0.81055,                0.93499,                0.43496,                0.81891,                0.79358,                0.78243,                0.82289,                0.37331,                 2.1083,                 1.0721,                0.98156,                 2.1624,                 1.1947,                0.88781,              0.0013701,              0.0013701,              0.0013701
