                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    211,                0.82857,                 0.5029,                0.82333,                 1.1226,                0.56199,                0.82637,                0.79467,                0.75266,                0.84638,                0.39783,                 2.0249,                 1.0339,                0.97716,                 2.0265,                 1.1882,                0.87877,              0.0013699,              0.0013699,              0.0013699
                    212,                0.76974,                 0.4723,                0.84044,                0.94247,                0.46011,                0.84271,                0.90396,                 0.7161,                 0.8604,                 0.4161,                 2.0435,                 1.1265,                0.96515,                 1.9972,                 1.2554,                0.87523,              0.0013696,              0.0013696,              0.0013696
                    213,                0.75569,                0.46667,                0.81335,                0.93203,                0.42349,                0.81872,                0.74697,                0.79519,                0.84953,                0.36927,                 2.1669,                 1.2209,                0.96848,                 2.1086,                 1.3581,                0.88209,              0.0013693,              0.0013693,              0.0013693
                    214,                 0.7372,                0.47754,                0.82164,                 0.9582,                  0.511,                0.82182,                 0.7961,                0.74508,                0.85412,                0.35221,                  2.108,                 1.2363,                0.95414,                 2.0992,                 1.4458,                0.88282,               0.001369,               0.001369,               0.001369
                    215,                  0.726,                0.46764,                0.81769,                0.94677,                0.53059,                0.81899,                0.76685,                0.75303,                 0.8315,                0.33132,                  2.072,                 1.2093,                0.96397,                 2.0535,                 1.4692,                0.88545,              0.0013687,              0.0013687,              0.0013687
                    216,                0.77466,                0.45864,                0.83789,                 1.0077,                0.47654,                0.83819,                0.78582,                0.66741,                0.79413,                0.30898,                 2.0705,                 1.2136,                0.96123,                 2.0712,                 1.4898,                 0.8916,              0.0013685,              0.0013685,              0.0013685
                    217,                0.81265,                0.48392,                0.84714,                0.99441,                 0.5295,                0.84372,                0.91226,                0.65297,                0.79755,                0.32117,                 2.0333,                 1.1909,                0.94907,                 2.1629,                 1.4862,                0.88626,              0.0013682,              0.0013682,              0.0013682
                    218,                0.76656,                0.49409,                0.83495,                0.97959,                0.56995,                0.83565,                0.77584,                0.58519,                0.71094,                0.30151,                  1.993,                 1.2228,                0.94004,                 2.2184,                 1.4749,                0.89057,              0.0013679,              0.0013679,              0.0013679
                    219,                0.77016,                0.47896,                0.80983,                 1.0076,                0.48575,                0.81235,                0.82627,                0.57566,                 0.7171,                0.30894,                 1.9566,                 1.1752,                0.94226,                 2.1425,                 1.4289,                0.88486,              0.0013676,              0.0013676,              0.0013676
                    220,                0.79192,                0.48137,                0.81665,                  1.013,                0.51873,                0.82246,                0.79119,                 0.6408,                0.71466,                0.32914,                 1.9628,                 1.1833,                0.94261,                 1.9949,                 1.4129,                0.87568,              0.0013673,              0.0013673,              0.0013673
                    221,                0.72872,                0.48109,                0.83333,                0.98088,                0.52456,                0.83031,                0.80475,                0.70794,                 0.7933,                 0.3609,                 2.0481,                 1.1668,                0.95293,                 1.9879,                  1.337,                0.87172,               0.001367,               0.001367,               0.001367
                    222,                0.78973,                0.52399,                0.80354,                 1.0335,                0.57638,                0.81408,                 0.8151,                0.65079,                0.76837,                 0.3446,                 2.2285,                 1.2781,                0.94298,                 2.0575,                 1.4152,                0.87555,              0.0013668,              0.0013668,              0.0013668
                    223,                0.80258,                0.48708,                0.83813,                0.96618,                0.48429,                0.83889,                0.79171,                 0.6255,                0.74897,                0.33517,                 2.2447,                 1.2885,                 0.9451,                 2.0807,                 1.4188,                0.87511,              0.0013665,              0.0013665,              0.0013665
                    224,                0.71329,                0.46014,                0.81037,                  0.903,                 0.4873,                0.81221,                0.84931,                   0.64,                0.79959,                0.36423,                 2.0853,                 1.2116,                0.93619,                 2.0758,                 1.3465,                0.87517,              0.0013662,              0.0013662,              0.0013662
                    225,                0.82315,                0.50586,                0.81006,                 1.0101,                0.54616,                0.81311,                0.69756,                0.74206,                0.77094,                0.34373,                 1.9346,                 1.2351,                0.92791,                 2.0094,                 1.3712,                0.87358,              0.0013659,              0.0013659,              0.0013659
                    226,                0.71038,                0.45439,                0.81844,                 0.8605,                0.44914,                0.81993,                0.77688,                0.73682,                0.82463,                 0.3506,                 1.9225,                 1.0979,                0.91693,                 2.0629,                 1.1237,                0.87783,              0.0013656,              0.0013656,              0.0013656
                    227,                0.78011,                0.48307,                0.80654,                 1.0108,                0.52529,                0.80686,                0.63933,                0.79048,                0.78219,                0.34454,                 1.9708,                 1.1604,                0.90572,                 2.0776,                  1.139,                0.87372,              0.0013653,              0.0013653,              0.0013653
                    228,                0.80396,                0.59219,                0.83877,                  1.106,                0.72638,                0.85481,                0.74069,                0.77819,                0.85013,                0.33318,                 2.1105,                 1.2459,                0.90764,                 2.1352,                 1.2138,                0.87394,              0.0013651,              0.0013651,              0.0013651
                    229,                0.84371,                0.56261,                0.81858,                 1.2103,                0.79083,                0.82761,                 0.7246,                0.76296,                0.86575,                0.34822,                 2.0419,                 1.2288,                0.90868,                 2.0646,                 1.2235,                0.87124,              0.0013648,              0.0013648,              0.0013648
                    230,                0.73516,                0.44755,                0.82523,                0.96938,                0.50694,                0.83866,                0.71256,                0.74064,                0.83019,                0.37624,                 2.0002,                 1.2395,                 0.9115,                  2.013,                 1.1981,                0.86916,              0.0013645,              0.0013645,              0.0013645
                    231,                0.76409,                0.52925,                0.82616,                0.87439,                0.50454,                 0.8239,                0.76291,                0.68413,                 0.8374,                0.36411,                 1.9725,                 1.2842,                 0.8955,                 2.0335,                 1.2173,                0.86904,              0.0013642,              0.0013642,              0.0013642
                    232,                0.89682,                0.63717,                0.85594,                 1.0531,                0.63992,                0.85459,                0.59402,                0.75372,                0.68883,                0.26619,                 2.1025,                 1.7527,                0.92297,                  2.194,                 1.7182,                0.88309,              0.0013639,              0.0013639,              0.0013639
                    233,                0.74723,                0.47994,                0.81403,                0.91921,                0.44144,                0.81301,                0.50003,                0.66772,                0.60406,                0.23358,                 2.1525,                  2.033,                0.93518,                 2.2925,                 2.0707,                0.88818,              0.0013636,              0.0013636,              0.0013636
                    234,                0.82108,                0.51209,                0.84671,                 1.0566,                 0.5097,                0.84508,                0.49759,                0.68974,                0.61262,                0.23015,                 2.2481,                  1.785,                0.92456,                 2.3458,                 1.9869,                0.88732,              0.0013634,              0.0013634,              0.0013634
                    235,                0.80295,                0.49138,                0.80408,                 1.0552,                0.48223,                0.80554,                 0.5756,                 0.7545,                0.73437,                 0.3177,                 2.0681,                  1.452,                0.92044,                 2.1624,                 1.6371,                0.87855,              0.0013631,              0.0013631,              0.0013631
                    236,                 1.0712,                 0.6933,                0.95903,                 1.2549,                0.80126,                0.88639,                0.66673,                0.73864,                0.75725,                0.34933,                 2.0073,                 1.2265,                0.93835,                 2.0554,                  1.361,                0.87736,              0.0013628,              0.0013628,              0.0013628
                    237,                0.71714,                0.47442,                0.80342,                0.84295,                0.42913,                0.80936,                0.62955,                 0.7413,                0.78717,                0.33251,                 2.0877,                 1.1684,                 0.9334,                 2.1812,                 1.3514,                0.88199,              0.0013625,              0.0013625,              0.0013625
                    238,                0.78916,                0.47907,                0.86088,                 1.0181,                0.51269,                0.85149,                0.59344,                 0.8369,                0.77904,                0.27918,                 2.2029,                 1.0848,                0.93781,                 2.4362,                 1.3586,                0.89178,              0.0013622,              0.0013622,              0.0013622
                    239,                0.83812,                0.50664,                0.81185,                 1.0349,                 0.4845,                0.81437,                0.78554,                0.59198,                 0.7864,                0.27718,                 2.1818,                 1.0841,                0.94086,                 2.3681,                 1.3654,                0.88784,              0.0013619,              0.0013619,              0.0013619
                    240,                 0.8059,                0.50943,                0.82955,                 1.0087,                 0.5284,                0.82902,                0.79286,                0.63163,                0.80606,                0.32826,                 2.1184,                 1.1335,                0.95187,                 2.0943,                 1.4232,                0.87465,              0.0013617,              0.0013617,              0.0013617
                    241,                0.76446,                0.48115,                0.81224,                 1.0306,                0.50643,                0.81697,                0.76934,                0.58341,                0.80791,                0.34521,                  2.074,                 1.1519,                0.96302,                 2.0968,                 1.4541,                0.87429,              0.0013614,              0.0013614,              0.0013614
                    242,                0.70397,                0.48758,                0.81745,                0.89284,                0.50577,                 0.8373,                0.80164,                0.54148,                0.74118,                0.28176,                 2.1517,                 1.2055,                 1.0004,                 2.3798,                 1.4527,                0.89542,              0.0013611,              0.0013611,              0.0013611
                    243,                0.68561,                0.44714,                0.81421,                0.86312,                0.47779,                0.81542,                 0.7313,                0.49776,                0.69006,                0.26413,                 2.2283,                 1.2335,                 1.0099,                 2.4382,                 1.4969,                0.90291,              0.0013608,              0.0013608,              0.0013608
                    244,                 0.7423,                0.50293,                0.81977,                0.96201,                0.54698,                0.81527,                0.64719,                0.63531,                0.72011,                0.26689,                 2.1973,                 1.3438,                0.98885,                 2.3392,                 1.6791,                  0.895,              0.0013605,              0.0013605,              0.0013605
                    245,                0.82131,                0.52267,                0.80902,                 1.0625,                0.60164,                0.80869,                0.68252,                0.61987,                0.70949,                0.25905,                 2.2262,                 1.4006,                0.98301,                 2.2954,                 1.6937,                0.89785,              0.0013602,              0.0013602,              0.0013602
                    246,                0.72661,                0.52419,                0.82201,                 0.8768,                0.52601,                0.82489,                0.61279,                0.66437,                0.68008,                0.27935,                 2.2328,                 1.2594,                0.95282,                 2.3158,                 1.4533,                0.88981,                0.00136,                0.00136,                0.00136
                    247,                0.75997,                0.51736,                0.84283,                 1.0009,                 0.6219,                0.83206,                0.53802,                0.71534,                0.66896,                0.26885,                 2.1999,                 1.2161,                0.94168,                 2.3084,                 1.3758,                0.87924,              0.0013597,              0.0013597,              0.0013597
                    248,                0.62911,                0.44662,                0.83267,                0.74114,                 0.4234,                0.84579,                0.62722,                0.65564,                0.68846,                0.27758,                  2.128,                 1.2221,                 0.9513,                 2.2112,                 1.3676,                0.87586,              0.0013594,              0.0013594,              0.0013594
                    249,                0.75136,                0.47138,                0.83417,                0.93838,                0.47107,                0.82845,                 0.6825,                0.57765,                0.71178,                0.28926,                 2.1325,                 1.2992,                0.94903,                 2.2098,                 1.4207,                0.88221,              0.0013591,              0.0013591,              0.0013591
                    250,                0.66582,                 0.4386,                0.81226,                0.83033,                0.39891,                0.80852,                0.50148,                0.63915,                0.61567,                0.23669,                 2.2553,                  1.398,                0.93059,                 2.4495,                 1.5958,                0.89823,              0.0013588,              0.0013588,              0.0013588
                    251,                0.67654,                0.46406,                0.81172,                0.91235,                0.54504,                0.81551,                0.66978,                 0.5533,                0.64262,                0.22592,                  2.328,                 1.4175,                0.94779,                 2.5892,                 1.6381,                0.90592,              0.0013585,              0.0013585,              0.0013585
                    252,                0.83527,                0.46562,                 0.8473,                 1.1746,                0.48839,                0.83999,                0.65979,                0.64369,                0.74178,                0.31359,                 2.1411,                 1.4736,                0.94063,                 2.1726,                  1.627,                0.87916,              0.0013583,              0.0013583,              0.0013583
                    253,                 0.7851,                0.50088,                0.83506,                0.95211,                0.55985,                0.83803,                0.71083,                0.70895,                0.78986,                0.32279,                 2.1386,                 1.5359,                0.94266,                 2.1177,                 1.6545,                0.88138,               0.001358,               0.001358,               0.001358
                    254,                0.73183,                0.44847,                0.84194,                0.88182,                0.44705,                0.84631,                 0.7718,                0.67831,                0.77282,                0.29402,                 2.0303,                 1.4912,                0.92753,                  2.092,                 1.5707,                0.87413,              0.0013577,              0.0013577,              0.0013577
                    255,                0.75467,                0.45321,                0.82345,                0.95322,                0.47362,                0.82534,                0.96518,                0.64276,                0.81438,                0.33253,                 1.9589,                 1.4184,                0.92146,                 2.0795,                 1.4656,                0.86796,              0.0013574,              0.0013574,              0.0013574
                    256,                0.75313,                0.45202,                0.83863,                 1.0583,                0.57178,                0.83434,                0.95167,                  0.652,                0.83068,                0.29764,                 2.1312,                 1.3568,                0.92446,                 2.3889,                 1.4235,                0.89292,              0.0013571,              0.0013571,              0.0013571
                    257,                 0.6373,                0.41281,                0.84546,                0.82696,                 0.5045,                0.84386,                0.85658,                0.66878,                0.82763,                0.32105,                 2.1318,                 1.2709,                0.93749,                 2.3645,                 1.3578,                0.89068,              0.0013568,              0.0013568,              0.0013568
                    258,                0.91716,                0.86629,                0.88784,                 1.2032,                 1.0923,                0.92831,                0.92947,                0.62515,                0.82561,                0.31223,                 2.1475,                 1.1793,                0.92414,                 2.4581,                 1.2961,                0.89581,              0.0013566,              0.0013566,              0.0013566
                    259,                0.74114,                0.48939,                0.80818,                 1.0153,                0.48614,                0.81556,                0.86213,                0.67008,                0.81435,                0.30289,                 2.2001,                 1.2197,                0.92469,                 2.4815,                 1.3132,                0.89966,              0.0013563,              0.0013563,              0.0013563
                    260,                 0.6974,                0.48138,                0.81228,                0.89284,                0.49408,                0.81337,                0.79955,                0.59775,                0.78419,                0.32641,                 2.2387,                  1.246,                0.93174,                 2.3505,                 1.3501,                0.89052,               0.001356,               0.001356,               0.001356
                    261,                0.72351,                0.45534,                0.81724,                 0.9677,                0.49282,                 0.8241,                0.75342,                0.61149,                0.74143,                0.32645,                 2.2471,                 1.2172,                0.93603,                 2.3228,                 1.3238,                0.88861,              0.0013557,              0.0013557,              0.0013557
                    262,                0.71809,                0.44621,                0.84342,                0.91997,                0.45397,                0.84167,                0.88312,                 0.5126,                0.71044,                0.31707,                 2.1908,                 1.1559,                0.93276,                 2.3969,                 1.3397,                0.89567,              0.0013554,              0.0013554,              0.0013554
                    263,                0.64573,                0.40952,                0.82798,                0.77656,                0.42926,                0.82989,                0.69936,                0.61439,                0.70253,                 0.3048,                 2.1832,                 1.1548,                0.93979,                 2.4531,                 1.3927,                 0.9009,              0.0013552,              0.0013552,              0.0013552
                    264,                0.74274,                0.47385,                0.80184,                 1.0424,                0.55547,                0.80597,                0.72092,                0.64453,                 0.7602,                 0.3169,                 2.0525,                 1.1831,                 0.9352,                 2.3131,                 1.3682,                0.88969,              0.0013549,              0.0013549,              0.0013549
                    265,                0.59273,                0.41361,                0.80611,                0.71275,                0.39568,                0.80345,                0.74995,                0.65079,                0.76006,                 0.3221,                 2.0517,                 1.1991,                0.92967,                  2.257,                 1.3692,                 0.8844,              0.0013546,              0.0013546,              0.0013546
                    266,                0.75815,                0.46247,                0.82222,                 0.9616,                0.49831,                0.82476,                 0.6656,                0.73575,                0.80793,                 0.3078,                 2.1227,                 1.1947,                0.92077,                 2.2599,                 1.4802,                0.88349,              0.0013543,              0.0013543,              0.0013543
                    267,                0.71916,                0.43596,                0.83114,                 0.9174,                0.44713,                0.82824,                0.65933,                0.68993,                0.75666,                0.30536,                 2.1116,                 1.2088,                0.91202,                 2.2578,                 1.5403,                0.87794,               0.001354,               0.001354,               0.001354
                    268,                0.84713,                0.51599,                0.81144,                 1.0396,                0.53189,                0.81996,                0.79852,                0.53252,                0.73505,                0.29991,                 2.1133,                 1.3852,                0.90944,                  2.286,                 1.6868,                0.87581,              0.0013537,              0.0013537,              0.0013537
                    269,                0.70849,                0.44498,                0.82772,                0.99057,                0.46316,                0.83375,                0.77877,                0.51342,                0.70362,                0.27664,                  2.149,                 1.4003,                0.91069,                 2.3825,                  1.718,                0.88457,              0.0013535,              0.0013535,              0.0013535
                    270,                0.74802,                0.44545,                0.81826,                0.99951,                0.47709,                0.81831,                 0.8401,                0.50794,                0.69675,                0.27241,                 2.0849,                 1.3465,                0.91296,                 2.3565,                 1.7289,                0.88419,              0.0013532,              0.0013532,              0.0013532
                    271,                0.72099,                0.45604,                0.81594,                0.95254,                0.50125,                0.81288,                0.84556,                0.48932,                0.67664,                0.27904,                 1.9862,                 1.4493,                0.91056,                 2.2033,                 1.7881,                0.87178,              0.0013529,              0.0013529,              0.0013529
                    272,                0.65515,                0.42567,                0.82567,                0.85416,                 0.4687,                0.82857,                   0.72,                0.62579,                0.76734,                0.31944,                 2.0228,                 1.3276,                0.91485,                 2.1256,                 1.5914,                0.86865,              0.0013526,              0.0013526,              0.0013526
                    273,                0.59006,                0.42442,                0.81618,                0.76265,                0.43958,                0.81855,                0.87513,                0.56913,                0.75814,                0.35001,                  2.029,                 1.3078,                 0.9301,                 2.0853,                 1.4815,                0.87531,              0.0013523,              0.0013523,              0.0013523
                    274,                0.68921,                0.43313,                0.80376,                0.93465,                0.51658,                0.80468,                0.86984,                0.60479,                0.75294,                 0.3463,                 2.0486,                 1.2833,                0.95547,                 2.0987,                 1.3753,                0.88578,               0.001352,               0.001352,               0.001352
                    275,                0.61079,                0.45093,                0.80356,                0.94607,                0.59236,                0.79259,                0.77782,                0.65079,                 0.7576,                0.35404,                 2.0508,                 1.2334,                 0.9586,                 2.1214,                 1.3294,                0.88705,              0.0013518,              0.0013518,              0.0013518
                    276,                0.68509,                0.45152,                0.83199,                0.92663,                0.51354,                0.82569,                0.69642,                  0.682,                0.78928,                0.33796,                 2.0268,                 1.2491,                0.95643,                 2.2031,                 1.2854,                0.89041,              0.0013515,              0.0013515,              0.0013515
                    277,                0.71563,                0.44267,                 0.8019,                0.98857,                0.50962,                0.79679,                0.73745,                 0.7322,                0.83452,                0.33478,                 2.0331,                 1.2917,                0.95532,                  2.248,                 1.3304,                0.88835,              0.0013512,              0.0013512,              0.0013512
                    278,                0.63982,                0.42078,                0.81775,                 0.8946,                0.45191,                0.81333,                0.81689,                0.66587,                0.78989,                0.29455,                 2.1064,                 1.2677,                0.95464,                 2.2446,                  1.388,                0.88567,              0.0013509,              0.0013509,              0.0013509
                    279,                 0.6022,                 0.4084,                0.79691,                0.85848,                0.43797,                0.80102,                0.82004,                0.64488,                0.79415,                0.29104,                 2.1126,                 1.2272,                0.96264,                 2.1569,                 1.3301,                0.88265,              0.0013506,              0.0013506,              0.0013506
                    280,                0.62256,                0.40353,                0.81551,                0.83432,                0.40759,                0.82469,                0.80984,                0.71746,                0.85191,                  0.357,                 2.0688,                 1.1455,                0.96331,                 2.0425,                 1.2159,                0.87199,              0.0013503,              0.0013503,              0.0013503
                    281,                 0.5612,                 0.3752,                0.78848,                 0.7828,                0.37212,                0.78971,                0.82118,                0.70794,                0.85325,                0.36507,                 2.0535,                 1.1634,                0.95724,                 2.0518,                 1.2004,                0.86958,              0.0013501,              0.0013501,              0.0013501
                    282,                0.65758,                0.41664,                0.80748,                0.86786,                0.42244,                0.80668,                0.64149,                0.81508,                 0.7858,                0.33111,                 2.0833,                 1.2634,                0.94888,                  2.162,                   1.26,                0.87553,              0.0013498,              0.0013498,              0.0013498
                    283,                0.67144,                0.41641,                0.82077,                0.92271,                0.42799,                0.81717,                0.66464,                0.77385,                0.78006,                0.31682,                 2.0879,                 1.3095,                0.94856,                 2.2149,                 1.3302,                0.87907,              0.0013495,              0.0013495,              0.0013495
                    284,                0.70157,                0.42302,                0.82131,                 1.0477,                0.53899,                0.82694,                0.55161,                0.76641,                 0.7113,                0.29888,                 2.0192,                  1.274,                0.93558,                 2.2346,                 1.3548,                0.87891,              0.0013492,              0.0013492,              0.0013492
                    285,                0.71951,                0.41976,                0.79893,                0.95079,                0.43161,                0.79991,                0.58228,                0.69395,                0.71755,                0.27811,                 2.0716,                 1.2723,                0.93245,                 2.2489,                 1.4142,                0.88365,              0.0013489,              0.0013489,              0.0013489
                    286,                0.60947,                0.41685,                 0.8052,                0.81638,                0.43518,                0.81515,                0.63707,                0.63496,                0.71385,                0.28257,                 2.1238,                 1.3121,                0.93376,                 2.2458,                 1.3014,                0.88219,              0.0013486,              0.0013486,              0.0013486
                    287,                0.66095,                0.42266,                 0.8102,                0.94121,                 0.4684,                0.80671,                0.62438,                0.71534,                 0.7241,                0.29997,                 2.1119,                 1.2755,                0.91719,                 2.1746,                 1.2739,                0.87791,              0.0013484,              0.0013484,              0.0013484
                    288,                0.67558,                0.42389,                0.79403,                0.89296,                0.38707,                 0.7947,                0.69479,                0.73257,                0.79373,                0.33292,                 2.0484,                 1.2246,                0.90686,                 2.1209,                 1.3074,                0.87565,              0.0013481,              0.0013481,              0.0013481
                    289,                 0.6597,                0.43038,                0.81764,                0.98554,                0.51269,                0.81513,                0.75069,                0.66807,                0.80784,                0.33613,                 2.0282,                 1.2473,                0.90986,                 2.1559,                 1.3537,                0.87796,              0.0013478,              0.0013478,              0.0013478
                    290,                0.71646,                0.47525,                0.83609,                  1.023,                0.53079,                0.83852,                0.58292,                0.80756,                0.77171,                0.30859,                 1.9649,                 1.2538,                0.89381,                 2.2484,                 1.4241,                0.87476,              0.0013475,              0.0013475,              0.0013475
                    291,                0.62126,                0.42507,                0.78271,                0.82179,                0.45376,                 0.7853,                0.61727,                0.77074,                0.78549,                0.32086,                 1.9369,                  1.247,                0.89549,                 2.2497,                 1.3942,                0.87658,              0.0013472,              0.0013472,              0.0013472
                    292,                0.65283,                0.39556,                0.80178,                0.91787,                0.39966,                0.81717,                0.81892,                0.53125,                0.73471,                0.30339,                 2.0796,                 1.2469,                0.96096,                  2.252,                 1.3909,                0.88913,              0.0013469,              0.0013469,              0.0013469
                    293,                 0.6426,                0.42582,                0.81221,                0.93597,                0.47606,                0.82242,                0.61086,                0.69646,                0.73648,                0.31087,                 2.0978,                 1.2596,                0.97883,                 2.2107,                 1.4023,                0.88957,              0.0013467,              0.0013467,              0.0013467
                    294,                0.64008,                0.41555,                0.81173,                0.90314,                0.44534,                0.81501,                0.70049,                0.75353,                 0.7965,                0.36061,                 2.0055,                 1.1505,                0.97378,                 2.0966,                 1.3145,                0.87785,              0.0013464,              0.0013464,              0.0013464
                    295,                0.60071,                0.39218,                 0.8039,                 0.8476,                 0.4328,                0.81279,                0.74076,                0.69777,                0.81921,                0.37909,                 1.9963,                 1.1197,                0.95131,                 2.0899,                 1.2971,                 0.8735,              0.0013461,              0.0013461,              0.0013461
                    296,                0.59612,                0.40432,                 0.8255,                0.75963,                0.39853,                0.82064,                0.74477,                0.64611,                0.83436,                0.36405,                 1.9902,                 1.1456,                0.93497,                 2.0842,                 1.2764,                0.87104,              0.0013458,              0.0013458,              0.0013458
                    297,                0.65489,                0.42541,                0.78374,                0.90566,                0.44337,                0.80216,                0.72864,                0.69858,                0.82268,                 0.3595,                 1.9582,                 1.1155,                0.93522,                 2.0587,                 1.1525,                0.87032,              0.0013455,              0.0013455,              0.0013455
                    298,                0.62393,                0.39992,                0.78376,                0.84441,                0.37594,                0.79256,                0.95564,                0.69735,                0.84661,                0.31128,                 2.0901,                 1.1364,                0.93055,                 2.3244,                 1.1757,                0.88875,              0.0013452,              0.0013452,              0.0013452
                    299,                0.62759,                0.42229,                0.81853,                0.81425,                0.44009,                0.81838,                 0.9379,                0.74894,                0.86485,                0.29542,                 2.1484,                 1.1548,                0.93587,                 2.3486,                 1.2251,                 0.8922,               0.001345,               0.001345,               0.001345
                    300,                0.68258,                 0.4238,                0.79324,                0.98668,                0.48868,                0.80563,                0.93445,                0.73728,                 0.8578,                0.32054,                 2.2731,                 1.2277,                0.97228,                 2.2788,                 1.2874,                0.89043,              0.0013447,              0.0013447,              0.0013447
                    301,                0.60239,                0.38383,                0.81672,                0.74003,                0.37577,                0.82444,                0.91482,                0.70967,                0.85502,                0.31865,                 2.2847,                  1.292,                 0.9852,                 2.2109,                 1.3106,                0.89027,              0.0013444,              0.0013444,              0.0013444
                    302,                0.73083,                0.48801,                0.82415,                 1.0076,                0.53518,                0.84062,                0.90747,                0.67231,                0.85479,                 0.3361,                 2.1808,                 1.3127,                0.96612,                 2.0874,                 1.3387,                0.87991,              0.0013441,              0.0013441,              0.0013441
                    303,                0.65303,                0.40715,                0.81122,                0.95368,                0.48877,                0.81034,                 0.7104,                0.78307,                0.79957,                0.32857,                   2.15,                 1.3275,                0.96024,                  2.097,                  1.402,                0.87787,              0.0013438,              0.0013438,              0.0013438
                    304,                0.63941,                0.42366,                0.81299,                0.88994,                 0.4396,                0.81737,                0.66075,                0.83229,                0.74499,                0.30141,                 2.1889,                  1.376,                0.95127,                 2.2168,                 1.4436,                0.89044,              0.0013436,              0.0013436,              0.0013436
                    305,                0.57749,                0.39076,                 0.8235,                0.82723,                0.47318,                0.85077,                0.84389,                0.60212,                0.73732,                0.28143,                 2.2203,                 1.3723,                0.97469,                 2.2968,                 1.4676,                0.89954,              0.0013433,              0.0013433,              0.0013433
                    306,                0.63935,                0.40052,                0.80623,                 0.8566,                0.40005,                0.80706,                0.84441,                0.61754,                0.78409,                0.31927,                 2.2155,                 1.3411,                0.99211,                 2.3114,                 1.4304,                0.89661,               0.001343,               0.001343,               0.001343
                    307,                0.65124,                 0.4415,                0.80671,                0.86063,                0.48534,                0.82886,                  0.869,                0.64839,                0.78271,                0.32991,                 2.1934,                 1.3127,                0.99232,                  2.282,                 1.4006,                0.89135,              0.0013427,              0.0013427,              0.0013427
                    308,                0.65678,                0.41828,                0.80133,                0.83158,                0.43258,                 0.8195,                0.77704,                0.65478,                 0.7936,                0.34296,                 2.1432,                 1.3761,                0.97958,                 2.1372,                 1.4388,                0.88235,              0.0013424,              0.0013424,              0.0013424
                    309,                0.61701,                0.38971,                0.78893,                0.83811,                0.37474,                0.79875,                0.75686,                0.64289,                0.79076,                0.35237,                 2.2158,                 1.4634,                0.98097,                 2.1352,                 1.5224,                0.88062,              0.0013421,              0.0013421,              0.0013421
                    310,                0.84198,                0.48508,                0.86115,                 1.0303,                0.50989,                0.84071,                 0.7235,                0.76758,                0.81646,                0.36682,                 2.1411,                 1.4407,                0.98368,                 2.1287,                 1.4666,                0.88578,              0.0013419,              0.0013419,              0.0013419
                    311,                0.58535,                0.38922,                0.78585,                0.74689,                0.34521,                0.78804,                 0.7754,                 0.7745,                0.87204,                0.37482,                 2.0705,                 1.3829,                0.99384,                 2.0651,                 1.3954,                0.88633,              0.0013416,              0.0013416,              0.0013416
                    312,                0.68285,                0.43883,                0.80999,                0.94711,                0.46229,                0.82977,                0.91206,                0.71778,                0.87816,                0.38782,                 2.0155,                 1.2229,                  1.004,                 2.0387,                 1.1939,                0.88673,              0.0013413,              0.0013413,              0.0013413
